StartTime,EndTime,Type,Duration,PairStatus
15:49:46,15:50:34,1,48.0,Paired
15:50:34,15:51:18,1,44.0,Paired
15:51:18,15:51:48,1,30.0,Paired
15:51:48,15:52:31,1,43.0,Paired
15:52:31,15:53:11,1,40.0,Paired
15:53:11,15:53:39,1,28.0,Paired
15:53:39,15:54:06,1,27.0,Paired
15:54:06,15:54:47,1,41.0,Paired
15:54:47,15:55:18,1,31.0,Paired
15:55:18,15:55:47,1,29.0,Paired
15:55:47,15:56:20,1,33.0,Paired
15:56:20,15:57:02,1,42.0,Paired
15:57:02,15:57:23,1,21.0,Paired
15:57:23,15:58:04,1,41.0,Paired
15:58:04,15:58:57,1,53.0,Paired
15:58:57,15:59:23,1,26.0,Paired
15:59:23,16:00:07,1,44.0,Paired
16:00:07,16:00:44,1,37.0,Paired
16:04:20,16:05:16,2,56.0,Paired
16:05:17,16:06:15,2,58.0,Paired
16:06:15,16:06:45,2,30.0,Paired
16:06:45,16:07:31,2,46.0,Paired
16:07:31,16:08:12,2,41.0,Paired
16:08:12,16:08:37,2,25.0,Paired
16:08:37,16:09:10,2,33.0,Paired
16:09:10,16:09:59,2,49.0,Paired
16:09:59,16:10:30,2,31.0,Paired
16:10:30,16:11:02,2,32.0,Paired
16:11:02,16:11:31,2,29.0,Paired
16:11:31,16:12:12,2,41.0,Paired
16:12:12,16:12:38,2,26.0,Paired
16:12:38,16:13:08,2,30.0,Paired
16:13:08,16:13:36,2,28.0,Paired
16:13:36,16:14:17,2,41.0,Paired
16:14:17,16:14:57,2,40.0,Paired
16:14:57,16:15:33,2,36.0,Paired
16:15:33,16:16:04,2,31.0,Paired
16:19:54,16:20:38,3,44.0,Paired
16:20:38,16:21:09,3,31.0,Paired
16:21:09,16:21:35,3,26.0,Paired
16:21:35,16:22:12,3,37.0,Paired
16:22:12,16:22:40,3,28.0,Paired
16:22:40,16:23:11,3,31.0,Paired
16:23:12,16:23:41,3,29.0,Paired
16:23:41,16:24:08,3,27.0,Paired
16:24:08,16:24:30,3,22.0,Paired
16:24:30,16:24:58,3,28.0,Paired
16:24:58,16:25:39,3,41.0,Paired
16:25:39,16:26:10,3,31.0,Paired
16:26:10,16:26:34,3,24.0,Paired
16:26:34,16:27:04,3,30.0,Paired
16:27:04,16:27:33,3,29.0,Paired
16:27:33,16:27:56,3,23.0,Paired
16:27:56,16:28:30,3,34.0,Paired
16:28:30,16:28:57,3,27.0,Paired
16:31:12,16:31:47,4,35.0,Paired
16:31:47,16:32:22,4,35.0,Paired
16:32:22,16:32:52,4,30.0,Paired
16:32:52,16:33:21,4,29.0,Paired
16:33:21,16:33:49,4,28.0,Paired
16:33:49,16:34:14,4,25.0,Paired
16:34:14,16:34:48,4,34.0,Paired
16:34:48,16:35:13,4,25.0,Paired
16:35:13,16:35:44,4,31.0,Paired
16:35:44,16:36:15,4,31.0,Paired
16:36:15,16:36:40,4,25.0,Paired
16:36:40,16:37:13,4,33.0,Paired
16:37:13,16:37:41,4,28.0,Paired
16:37:41,16:38:05,4,24.0,Paired
16:38:05,16:38:32,4,27.0,Paired
16:38:32,16:39:12,4,40.0,Paired
16:39:12,16:39:39,4,27.0,Paired
16:39:40,16:40:06,4,26.0,Paired
16:40:06,16:40:27,4,21.0,Paired
16:42:45,16:43:07,7,22.0,Paired
16:43:07,16:43:23,7,16.0,Paired
16:43:23,16:43:43,7,20.0,Paired
16:43:43,16:44:04,7,21.0,Paired
16:44:04,16:44:28,7,24.0,Paired
16:44:28,16:44:46,7,18.0,Paired
16:44:46,16:45:04,7,18.0,Paired
16:45:04,16:45:22,7,18.0,Paired
16:45:22,16:45:50,7,28.0,Paired
16:45:50,16:46:13,7,23.0,Paired
16:46:13,16:46:36,7,23.0,Paired
16:46:36,16:46:55,7,19.0,Paired
16:46:55,16:47:14,7,19.0,Paired
16:47:14,16:47:39,7,25.0,Paired
16:47:39,16:48:04,7,25.0,Paired
16:48:04,16:48:28,7,24.0,Paired
16:48:28,16:48:49,7,21.0,Paired
16:48:49,16:49:13,7,24.0,Paired
16:49:13,16:49:32,7,19.0,Paired
16:51:33,16:51:33,0,0.0,Paired
16:51:33,16:51:33,0,0.0,Paired
16:51:34,,2,,No Pair
