StartTime,EndTime,Type,Duration,PairStatus,trust_binary
12:27:29,12:28:03,1,34.0,Paired,1
12:28:03,12:28:33,1,30.0,Paired,0
12:28:34,12:29:03,1,29.0,Paired,1
12:29:03,12:29:39,1,36.0,Paired,1
12:29:39,12:30:09,1,30.0,Paired,0
12:30:09,12:30:29,1,20.0,Paired,1
12:30:29,12:31:01,1,32.0,Paired,1
12:31:01,12:31:33,1,32.0,Paired,0
12:31:33,12:32:02,1,29.0,Paired,0
12:32:02,12:32:29,1,27.0,Paired,0
12:32:29,12:33:03,1,34.0,Paired,0
12:33:03,12:33:28,1,25.0,Paired,1
12:33:28,12:33:49,1,21.0,Paired,1
12:33:49,12:34:16,1,27.0,Paired,1
12:34:16,12:34:42,1,26.0,Paired,1
12:34:42,12:35:08,1,26.0,Paired,0
12:35:08,12:35:35,1,27.0,Paired,0
12:35:35,12:35:54,1,19.0,Paired,1
12:35:54,12:36:16,1,22.0,Paired,0
12:39:26,12:39:53,2,27.0,Paired,1
12:39:53,12:40:27,2,34.0,Paired,1
12:40:27,12:41:04,2,37.0,Paired,1
12:41:04,12:41:30,2,26.0,Paired,1
12:41:30,12:41:47,2,17.0,Paired,0
12:41:47,12:42:08,2,21.0,Paired,1
12:42:08,12:42:38,2,30.0,Paired,1
12:42:38,12:43:02,2,24.0,Paired,1
12:43:02,12:43:36,2,34.0,Paired,1
12:43:36,12:43:57,2,21.0,Paired,0
12:43:57,12:44:21,2,24.0,Paired,1
12:44:21,12:44:40,2,19.0,Paired,0
12:44:40,12:44:59,2,19.0,Paired,0
12:44:59,12:45:22,2,23.0,Paired,0
12:45:22,12:45:52,2,30.0,Paired,1
12:45:52,12:46:14,2,22.0,Paired,0
12:46:14,12:46:46,2,32.0,Paired,1
12:46:46,12:47:09,2,23.0,Paired,0
12:49:34,12:50:09,3,35.0,Paired,1
12:50:09,12:50:36,3,27.0,Paired,1
12:50:36,12:51:06,3,30.0,Paired,1
12:51:06,12:51:29,3,23.0,Paired,1
12:51:29,12:51:52,3,23.0,Paired,0
12:51:52,12:52:15,3,23.0,Paired,1
12:52:15,12:52:44,3,29.0,Paired,1
12:52:44,12:53:08,3,24.0,Paired,1
12:53:08,12:53:36,3,28.0,Paired,0
12:53:36,12:54:02,3,26.0,Paired,1
12:54:02,12:54:26,3,24.0,Paired,0
12:54:26,12:54:48,3,22.0,Paired,1
12:54:48,12:55:09,3,21.0,Paired,0
12:55:09,12:55:37,3,28.0,Paired,1
12:55:37,12:56:03,3,26.0,Paired,1
12:56:03,12:56:41,3,38.0,Paired,1
12:56:41,12:57:09,3,28.0,Paired,1
12:57:09,12:57:33,3,24.0,Paired,1
12:59:55,13:00:55,4,60.0,Paired,1
13:00:55,13:01:20,4,25.0,Paired,1
13:01:20,13:01:44,4,24.0,Paired,1
13:01:44,13:02:19,4,35.0,Paired,1
13:02:19,13:02:55,4,36.0,Paired,0
13:02:55,13:03:28,4,33.0,Paired,1
13:03:28,13:04:06,4,38.0,Paired,0
13:04:06,13:04:27,4,21.0,Paired,1
13:04:28,13:04:55,4,27.0,Paired,1
13:04:55,13:05:15,4,20.0,Paired,1
13:05:15,13:05:40,4,25.0,Paired,0
13:05:40,13:06:10,4,30.0,Paired,0
13:06:10,13:06:30,4,20.0,Paired,1
13:06:31,13:06:54,4,23.0,Paired,0
13:06:54,13:07:29,4,35.0,Paired,1
13:07:29,13:07:49,4,20.0,Paired,1
13:07:49,13:08:10,4,21.0,Paired,0
13:08:10,13:08:30,4,20.0,Paired,1
13:08:30,13:08:46,4,16.0,Paired,0
13:10:32,13:11:09,8,37.0,Paired,1
13:11:09,13:11:28,8,19.0,Paired,0
13:11:28,13:11:47,8,19.0,Paired,0
13:11:47,13:12:11,8,24.0,Paired,1
13:12:11,13:12:34,8,23.0,Paired,1
13:12:34,13:12:53,8,19.0,Paired,0
13:12:53,13:13:14,8,21.0,Paired,1
13:13:14,13:13:40,8,26.0,Paired,1
13:13:40,13:14:10,8,30.0,Paired,1
13:14:10,13:14:32,8,22.0,Paired,0
13:14:32,13:15:00,8,28.0,Paired,1
13:15:00,13:15:19,8,19.0,Paired,1
13:15:19,13:15:36,8,17.0,Paired,1
13:15:36,13:15:57,8,21.0,Paired,1
13:15:57,13:16:21,8,24.0,Paired,1
13:16:21,13:16:43,8,22.0,Paired,1
13:16:43,13:17:07,8,24.0,Paired,0
13:17:07,13:17:32,8,25.0,Paired,1
13:17:32,13:17:51,8,19.0,Paired,1
