StartTime,EndTime,Type,Duration,PairStatus,trust_binary
15:50:23,15:50:53,1,30.0,Paired,1
15:50:53,15:51:34,1,41.0,Paired,0
15:51:34,15:51:54,1,20.0,Paired,1
15:51:54,15:52:33,1,39.0,Paired,0
15:52:33,15:52:55,1,22.0,Paired,1
15:52:55,15:53:23,1,28.0,Paired,1
15:53:23,15:53:45,1,22.0,Paired,0
15:53:45,15:54:11,1,26.0,Paired,0
15:54:11,15:54:39,1,28.0,Paired,1
15:54:39,15:55:02,1,23.0,Paired,0
15:55:02,15:55:34,1,32.0,Paired,1
15:55:34,15:55:56,1,22.0,Paired,1
15:55:56,15:56:21,1,25.0,Paired,1
15:56:21,15:56:46,1,25.0,Paired,0
15:56:46,15:57:12,1,26.0,Paired,1
15:57:12,15:57:37,1,25.0,Paired,0
15:57:37,15:58:02,1,25.0,Paired,1
15:58:02,15:58:24,1,22.0,Paired,1
16:00:49,16:01:35,2,46.0,Paired,1
16:01:35,16:02:12,2,37.0,Paired,0
16:02:12,16:02:55,2,43.0,Paired,1
16:02:55,16:03:48,2,53.0,Paired,1
16:03:48,16:04:34,2,46.0,Paired,1
16:04:34,16:05:00,2,26.0,Paired,1
16:05:00,16:05:24,2,24.0,Paired,1
16:05:24,16:06:00,2,36.0,Paired,1
16:06:00,16:06:43,2,43.0,Paired,1
16:06:43,16:07:12,2,29.0,Paired,1
16:07:12,16:07:44,2,32.0,Paired,1
16:07:44,16:08:25,2,41.0,Paired,1
16:08:25,16:08:46,2,21.0,Paired,0
16:08:46,16:09:12,2,26.0,Paired,1
16:09:12,16:09:43,2,31.0,Paired,0
16:09:43,16:10:06,2,23.0,Paired,0
16:10:06,16:10:46,2,40.0,Paired,1
16:10:46,16:11:14,2,28.0,Paired,1
16:11:14,16:11:34,2,20.0,Paired,1
16:13:10,16:13:35,3,25.0,Paired,0
16:13:35,16:14:16,3,41.0,Paired,0
16:14:16,16:14:37,3,21.0,Paired,0
16:14:37,16:14:56,3,19.0,Paired,1
16:14:56,16:15:17,3,21.0,Paired,0
16:15:17,16:15:44,3,27.0,Paired,0
16:15:44,16:16:08,3,24.0,Paired,1
16:16:08,16:16:28,3,20.0,Paired,0
16:16:28,16:16:52,3,24.0,Paired,1
16:16:52,16:17:13,3,21.0,Paired,1
16:17:13,16:17:36,3,23.0,Paired,1
16:17:36,16:18:02,3,26.0,Paired,0
16:18:02,16:18:24,3,22.0,Paired,0
16:18:24,16:18:45,3,21.0,Paired,1
16:18:45,16:19:08,3,23.0,Paired,0
16:19:08,16:19:29,3,21.0,Paired,0
16:19:29,16:19:51,3,22.0,Paired,1
16:19:51,16:20:15,3,24.0,Paired,0
16:21:45,16:22:15,4,30.0,Paired,0
16:22:15,16:22:44,4,29.0,Paired,1
16:22:44,16:23:09,4,25.0,Paired,1
16:23:09,16:23:32,4,23.0,Paired,1
16:23:32,16:23:50,4,18.0,Paired,1
16:23:50,16:24:13,4,23.0,Paired,1
16:24:13,16:24:40,4,27.0,Paired,0
16:24:40,16:25:02,4,22.0,Paired,0
16:25:02,16:25:20,4,18.0,Paired,1
16:25:20,16:25:38,4,18.0,Paired,0
16:25:38,16:25:58,4,20.0,Paired,0
16:25:58,16:26:19,4,21.0,Paired,0
16:26:19,16:26:43,4,24.0,Paired,1
16:26:43,16:27:05,4,22.0,Paired,1
16:27:05,16:27:25,4,20.0,Paired,0
16:27:25,16:27:47,4,22.0,Paired,1
16:27:47,16:28:08,4,21.0,Paired,1
16:28:08,16:28:28,4,20.0,Paired,0
16:28:28,16:28:47,4,19.0,Paired,0
16:30:33,16:30:59,6,26.0,Paired,1
16:30:59,16:31:19,6,20.0,Paired,1
16:31:19,16:31:42,6,23.0,Paired,1
16:31:42,16:32:03,6,21.0,Paired,1
16:32:03,16:32:21,6,18.0,Paired,1
16:32:21,16:32:42,6,21.0,Paired,0
16:32:43,16:33:02,6,19.0,Paired,0
16:33:02,16:33:24,6,22.0,Paired,1
16:33:24,16:33:46,6,22.0,Paired,0
16:33:46,16:34:05,6,19.0,Paired,1
16:34:05,16:34:25,6,20.0,Paired,1
16:34:25,16:34:45,6,20.0,Paired,1
16:34:45,16:35:04,6,19.0,Paired,1
16:35:04,16:35:23,6,19.0,Paired,1
16:35:23,16:35:43,6,20.0,Paired,1
16:35:43,16:36:04,6,21.0,Paired,1
16:36:04,16:36:27,6,23.0,Paired,1
16:36:27,16:36:48,6,21.0,Paired,0
