StartTime,EndTime,Type,Duration,PairStatus,trust_binary
14:57:15,14:57:45,1,30.0,Paired,0
14:57:46,14:58:11,1,25.0,Paired,0
14:58:11,14:58:53,1,42.0,Paired,1
14:58:53,14:59:25,1,32.0,Paired,0
14:59:25,14:59:50,1,25.0,Paired,1
14:59:50,15:00:23,1,33.0,Paired,0
15:00:23,15:00:53,1,30.0,Paired,1
15:00:53,15:01:32,1,39.0,Paired,1
15:01:32,15:01:56,1,24.0,Paired,1
15:01:57,15:02:22,1,25.0,Paired,0
15:02:22,15:02:44,1,22.0,Paired,1
15:02:44,15:03:03,1,19.0,Paired,1
15:03:03,15:03:26,1,23.0,Paired,0
15:03:26,15:03:51,1,25.0,Paired,1
15:03:51,15:04:21,1,30.0,Paired,0
15:04:21,15:05:03,1,42.0,Paired,1
15:05:03,15:05:42,1,39.0,Paired,1
15:05:42,15:06:13,1,31.0,Paired,0
15:11:04,15:11:41,2,37.0,Paired,1
15:11:41,15:12:32,2,51.0,Paired,1
15:12:32,15:12:59,2,27.0,Paired,1
15:12:59,15:13:39,2,40.0,Paired,1
15:13:39,15:14:51,2,72.0,Paired,1
15:14:51,15:15:17,2,26.0,Paired,0
15:15:17,15:16:06,2,49.0,Paired,1
15:16:06,15:16:34,2,28.0,Paired,1
15:16:34,15:17:19,2,45.0,Paired,0
15:17:19,15:17:56,2,37.0,Paired,1
15:17:56,15:18:25,2,29.0,Paired,0
15:18:25,15:18:50,2,25.0,Paired,0
15:18:50,15:19:20,2,30.0,Paired,1
15:19:20,15:19:48,2,28.0,Paired,0
15:19:48,15:20:15,2,27.0,Paired,1
15:20:15,15:20:39,2,24.0,Paired,1
15:20:39,15:21:08,2,29.0,Paired,0
15:21:08,15:21:35,2,27.0,Paired,1
15:21:35,15:22:04,2,29.0,Paired,1
15:25:01,15:25:30,3,29.0,Paired,0
15:25:30,15:25:58,3,28.0,Paired,1
15:25:58,15:26:20,3,22.0,Paired,1
15:26:20,15:26:39,3,19.0,Paired,0
15:26:39,15:27:09,3,30.0,Paired,0
15:27:09,15:27:39,3,30.0,Paired,1
15:27:39,15:28:04,3,25.0,Paired,0
15:28:04,15:28:31,3,27.0,Paired,0
15:28:31,15:28:53,3,22.0,Paired,1
15:28:53,15:29:20,3,27.0,Paired,0
15:29:20,15:29:43,3,23.0,Paired,1
15:29:43,15:30:04,3,21.0,Paired,1
15:30:04,15:30:26,3,22.0,Paired,0
15:30:26,15:30:55,3,29.0,Paired,1
15:30:55,15:31:18,3,23.0,Paired,1
15:31:18,15:31:42,3,24.0,Paired,0
15:31:42,15:32:08,3,26.0,Paired,1
15:32:08,15:32:39,3,31.0,Paired,1
15:32:39,15:32:59,3,20.0,Paired,0
15:35:37,15:36:18,4,41.0,Paired,1
15:36:18,15:36:45,4,27.0,Paired,1
15:36:45,15:37:06,4,21.0,Paired,1
15:37:06,15:37:41,4,35.0,Paired,0
15:37:41,15:38:09,4,28.0,Paired,1
15:38:09,15:38:43,4,34.0,Paired,0
15:38:43,15:39:00,4,17.0,Paired,1
15:39:00,15:39:24,4,24.0,Paired,1
15:39:24,15:39:47,4,23.0,Paired,0
15:39:47,15:40:09,4,22.0,Paired,1
15:40:09,15:40:34,4,25.0,Paired,0
15:40:34,15:40:55,4,21.0,Paired,1
15:40:55,15:41:19,4,24.0,Paired,0
15:41:19,15:41:44,4,25.0,Paired,1
15:41:44,15:42:06,4,22.0,Paired,0
15:42:06,15:42:28,4,22.0,Paired,0
15:42:28,15:43:03,4,35.0,Paired,1
15:43:03,15:43:25,4,22.0,Paired,1
15:46:22,15:46:48,7,26.0,Paired,1
15:46:48,15:47:06,7,18.0,Paired,0
15:47:07,15:47:44,7,37.0,Paired,1
15:47:44,15:48:10,7,26.0,Paired,1
15:48:10,15:48:35,7,25.0,Paired,0
15:48:35,15:48:56,7,21.0,Paired,1
15:48:56,15:49:22,7,26.0,Paired,0
15:49:22,15:49:45,7,23.0,Paired,1
15:49:45,15:50:10,7,25.0,Paired,1
15:50:10,15:50:31,7,21.0,Paired,1
15:50:31,15:50:56,7,25.0,Paired,0
15:50:56,15:51:23,7,27.0,Paired,1
15:51:23,15:51:44,7,21.0,Paired,1
15:51:44,15:52:11,7,27.0,Paired,0
15:52:11,15:52:41,7,30.0,Paired,1
15:52:41,15:53:11,7,30.0,Paired,1
15:53:11,15:53:34,7,23.0,Paired,1
15:53:34,15:53:55,7,21.0,Paired,1
15:53:55,15:54:14,7,19.0,Paired,1
