StartTime,EndTime,Type,Duration,PairStatus,trust_binary
18:17:47,18:18:11,1,24.0,Paired,1
18:18:11,18:18:41,1,30.0,Paired,0
18:18:41,18:19:07,1,26.0,Paired,0
18:19:07,18:20:03,1,56.0,Paired,1
18:20:03,18:20:51,1,48.0,Paired,1
18:20:51,18:21:27,1,36.0,Paired,0
18:21:27,18:22:27,1,60.0,Paired,1
18:22:27,18:23:07,1,40.0,Paired,1
18:23:07,18:23:50,1,43.0,Paired,0
18:23:50,18:24:22,1,32.0,Paired,0
18:24:22,18:25:10,1,48.0,Paired,0
18:25:10,18:25:38,1,28.0,Paired,0
18:25:38,18:26:09,1,31.0,Paired,0
18:26:09,18:27:04,1,55.0,Paired,1
18:27:04,18:27:38,1,34.0,Paired,0
18:27:38,18:28:08,1,30.0,Paired,1
18:28:08,18:28:37,1,29.0,Paired,0
18:28:37,18:29:15,1,38.0,Paired,0
18:33:27,18:34:31,5,64.0,Paired,1
18:34:31,18:35:35,5,64.0,Paired,0
18:35:35,18:36:23,5,48.0,Paired,1
18:36:23,18:37:05,5,42.0,Paired,0
18:37:05,18:37:56,5,51.0,Paired,1
18:37:56,18:38:45,5,49.0,Paired,0
18:38:45,18:39:20,5,35.0,Paired,1
18:39:20,18:39:51,5,31.0,Paired,0
18:39:51,18:40:30,5,39.0,Paired,0
18:40:30,18:41:25,5,55.0,Paired,0
18:41:25,18:42:05,5,40.0,Paired,1
18:42:05,18:42:55,5,50.0,Paired,0
18:42:55,18:43:40,5,45.0,Paired,1
18:43:40,18:44:18,5,38.0,Paired,0
18:44:18,18:44:44,5,26.0,Paired,0
18:44:44,18:45:28,5,44.0,Paired,0
18:45:28,18:45:53,5,25.0,Paired,0
18:45:53,18:46:30,5,37.0,Paired,0
18:46:30,18:47:09,5,39.0,Paired,0
18:49:52,18:50:34,6,42.0,Paired,1
18:50:34,18:51:02,6,28.0,Paired,1
18:51:02,18:51:59,6,57.0,Paired,0
18:51:59,18:52:53,6,54.0,Paired,0
18:52:53,18:53:43,6,50.0,Paired,1
18:53:43,18:54:32,6,49.0,Paired,0
18:54:32,18:55:27,6,55.0,Paired,1
18:55:27,18:56:05,6,38.0,Paired,1
18:56:05,18:56:24,6,19.0,Paired,0
18:56:24,18:56:52,6,28.0,Paired,1
18:56:52,18:57:17,6,25.0,Paired,0
18:57:17,18:57:41,6,24.0,Paired,0
18:57:41,18:58:04,6,23.0,Paired,1
18:58:04,18:58:24,6,20.0,Paired,0
18:58:24,18:59:03,6,39.0,Paired,0
18:59:03,18:59:24,6,21.0,Paired,0
18:59:25,19:00:06,6,41.0,Paired,0
19:00:06,19:00:34,6,28.0,Paired,0
19:03:53,19:05:04,7,71.0,Paired,1
19:05:04,19:05:43,7,39.0,Paired,0
19:05:43,19:06:10,7,27.0,Paired,0
19:06:10,19:06:31,7,21.0,Paired,1
19:06:31,19:06:59,7,28.0,Paired,0
19:06:59,19:07:27,7,28.0,Paired,0
19:07:27,19:07:50,7,23.0,Paired,1
19:07:50,19:08:09,7,19.0,Paired,1
19:08:09,19:08:30,7,21.0,Paired,1
19:08:30,19:09:18,7,48.0,Paired,1
19:09:18,19:09:37,7,19.0,Paired,1
19:09:37,19:10:14,7,37.0,Paired,0
19:10:14,19:10:43,7,29.0,Paired,1
19:10:43,19:11:14,7,31.0,Paired,0
19:11:14,19:11:38,7,24.0,Paired,0
19:11:38,19:12:04,7,26.0,Paired,0
19:12:04,19:12:39,7,35.0,Paired,1
19:12:39,19:13:00,7,21.0,Paired,0
19:15:22,19:15:53,8,31.0,Paired,0
19:15:53,19:16:18,8,25.0,Paired,0
19:16:18,19:16:42,8,24.0,Paired,1
19:16:42,19:17:06,8,24.0,Paired,0
19:17:06,19:17:40,8,34.0,Paired,1
19:17:40,19:18:17,8,37.0,Paired,0
19:18:17,19:18:50,8,33.0,Paired,0
19:18:50,19:19:17,8,27.0,Paired,0
19:19:17,19:19:38,8,21.0,Paired,0
19:19:38,19:19:58,8,20.0,Paired,0
19:19:58,19:20:20,8,22.0,Paired,1
19:20:20,19:20:40,8,20.0,Paired,1
19:20:40,19:21:08,8,28.0,Paired,0
19:21:08,19:21:37,8,29.0,Paired,1
19:21:37,19:21:58,8,21.0,Paired,1
19:21:58,19:22:14,8,16.0,Paired,0
19:22:14,19:22:36,8,22.0,Paired,1
19:22:36,19:23:18,8,42.0,Paired,1
19:23:18,19:23:40,8,22.0,Paired,0
