StartTime,EndTime,Type,Duration,PairStatus,trust_binary
13:15:02,13:15:42,1,40.0,Paired,1
13:15:42,13:16:26,1,44.0,Paired,1
13:16:26,13:17:04,1,38.0,Paired,1
13:17:04,13:18:01,1,57.0,Paired,1
13:18:01,13:18:55,1,54.0,Paired,1
13:18:55,13:19:43,1,48.0,Paired,1
13:19:43,13:20:37,1,54.0,Paired,1
13:20:37,13:21:13,1,36.0,Paired,1
13:21:13,13:22:02,1,49.0,Paired,1
13:22:02,13:22:58,1,56.0,Paired,1
13:22:58,13:23:46,1,48.0,Paired,1
13:23:46,13:24:33,1,47.0,Paired,1
13:24:33,13:25:27,1,54.0,Paired,1
13:25:27,13:25:50,1,23.0,Paired,0
13:25:50,13:26:38,1,48.0,Paired,1
13:26:38,13:27:01,1,23.0,Paired,1
13:27:01,13:27:52,1,51.0,Paired,1
13:27:52,13:28:32,1,40.0,Paired,1
13:32:41,13:33:12,2,31.0,Paired,1
13:33:12,13:33:45,2,33.0,Paired,1
13:33:45,13:34:28,2,43.0,Paired,1
13:34:29,13:35:37,2,68.0,Paired,1
13:35:37,13:36:16,2,39.0,Paired,1
13:36:16,13:36:52,2,36.0,Paired,1
13:36:52,13:37:44,2,52.0,Paired,1
13:37:44,13:38:24,2,40.0,Paired,1
13:38:24,13:39:18,2,54.0,Paired,1
13:39:18,13:40:10,2,52.0,Paired,1
13:40:10,13:40:59,2,49.0,Paired,1
13:40:59,13:41:39,2,40.0,Paired,1
13:41:39,13:42:09,2,30.0,Paired,1
13:42:09,13:42:47,2,38.0,Paired,1
13:42:47,13:43:14,2,27.0,Paired,1
13:43:14,13:43:43,2,29.0,Paired,1
13:43:43,13:44:22,2,39.0,Paired,1
13:44:22,13:44:54,2,32.0,Paired,1
13:44:54,13:45:22,2,28.0,Paired,1
13:48:16,13:48:40,3,24.0,Paired,1
13:48:40,13:49:08,3,28.0,Paired,0
13:49:08,13:49:31,3,23.0,Paired,1
13:49:31,13:50:00,3,29.0,Paired,1
13:50:00,13:50:18,3,18.0,Paired,1
13:50:18,13:50:44,3,26.0,Paired,0
13:50:44,13:51:08,3,24.0,Paired,1
13:51:08,13:51:31,3,23.0,Paired,0
13:51:31,13:52:30,3,59.0,Paired,1
13:52:30,13:52:53,3,23.0,Paired,1
13:52:53,13:53:22,3,29.0,Paired,1
13:53:22,13:53:40,3,18.0,Paired,1
13:53:40,13:53:56,3,16.0,Paired,0
13:53:56,13:54:31,3,35.0,Paired,0
13:54:31,13:55:03,3,32.0,Paired,1
13:55:03,13:55:21,3,18.0,Paired,1
13:55:21,13:55:45,3,24.0,Paired,0
13:55:45,13:56:17,3,32.0,Paired,0
13:58:54,13:59:27,4,33.0,Paired,1
13:59:27,13:59:56,4,29.0,Paired,0
13:59:56,14:00:20,4,24.0,Paired,1
14:00:20,14:00:49,4,29.0,Paired,1
14:00:49,14:01:20,4,31.0,Paired,0
14:01:20,14:01:48,4,28.0,Paired,1
14:01:48,14:02:14,4,26.0,Paired,0
14:02:14,14:02:31,4,17.0,Paired,1
14:02:31,14:02:56,4,25.0,Paired,1
14:02:56,14:03:36,4,40.0,Paired,0
14:03:36,14:04:01,4,25.0,Paired,1
14:04:01,14:04:26,4,25.0,Paired,1
14:04:26,14:04:52,4,26.0,Paired,1
14:04:52,14:05:16,4,24.0,Paired,1
14:05:16,14:05:36,4,20.0,Paired,1
14:05:36,14:05:58,4,22.0,Paired,1
14:05:58,14:06:16,4,18.0,Paired,0
14:06:16,14:06:37,4,21.0,Paired,1
14:06:37,14:06:58,4,21.0,Paired,0
14:09:32,14:09:56,7,24.0,Paired,0
14:09:56,14:10:12,7,16.0,Paired,1
14:10:13,14:10:31,7,18.0,Paired,1
14:10:31,14:10:54,7,23.0,Paired,1
14:10:54,14:11:23,7,29.0,Paired,1
14:11:23,14:11:38,7,15.0,Paired,1
14:11:39,14:12:04,7,25.0,Paired,1
14:12:04,14:12:25,7,21.0,Paired,1
14:12:25,14:12:49,7,24.0,Paired,1
14:12:49,14:13:10,7,21.0,Paired,1
14:13:10,14:13:27,7,17.0,Paired,0
14:13:27,14:13:47,7,20.0,Paired,1
14:13:47,14:14:11,7,24.0,Paired,0
14:14:11,14:14:30,7,19.0,Paired,1
14:14:30,14:14:50,7,20.0,Paired,1
14:14:50,14:15:11,7,21.0,Paired,0
14:15:11,14:15:32,7,21.0,Paired,1
14:15:32,14:15:56,7,24.0,Paired,1
14:15:56,14:16:12,7,16.0,Paired,1
