StartTime,EndTime,Type,Duration,PairStatus,trust_binary
10:27:51,10:29:16,1,85.0,Paired,1
10:29:16,10:30:12,1,56.0,Paired,0
10:30:12,10:30:54,1,42.0,Paired,0
10:30:55,10:32:14,1,79.0,Paired,1
10:32:15,10:32:40,1,25.0,Paired,0
10:32:40,10:33:07,1,27.0,Paired,1
10:33:07,10:33:38,1,31.0,Paired,0
10:33:38,10:34:12,1,34.0,Paired,1
10:34:12,10:34:51,1,39.0,Paired,1
10:34:51,10:35:20,1,29.0,Paired,1
10:35:20,10:35:43,1,23.0,Paired,1
10:35:43,10:36:18,1,35.0,Paired,0
10:36:18,10:36:52,1,34.0,Paired,0
10:36:52,10:37:18,1,26.0,Paired,0
10:37:18,10:38:00,1,42.0,Paired,1
10:38:00,10:38:18,1,18.0,Paired,1
10:38:18,10:38:44,1,26.0,Paired,1
10:38:44,10:39:10,1,26.0,Paired,0
10:39:10,10:39:34,1,24.0,Paired,0
10:42:54,10:43:29,2,35.0,Paired,0
10:43:29,10:44:18,2,49.0,Paired,0
10:44:18,10:44:54,2,36.0,Paired,0
10:44:54,10:45:15,2,21.0,Paired,1
10:45:15,10:45:38,2,23.0,Paired,0
10:45:38,10:46:04,2,26.0,Paired,0
10:46:04,10:46:31,2,27.0,Paired,0
10:46:31,10:46:54,2,23.0,Paired,1
10:46:54,10:47:14,2,20.0,Paired,0
10:47:14,10:47:37,2,23.0,Paired,0
10:47:37,10:47:56,2,19.0,Paired,0
10:47:56,10:48:22,2,26.0,Paired,1
10:48:22,10:48:40,2,18.0,Paired,0
10:48:40,10:49:03,2,23.0,Paired,1
10:49:03,10:49:36,2,33.0,Paired,0
10:49:36,10:50:10,2,34.0,Paired,1
10:50:10,10:50:34,2,24.0,Paired,0
10:50:34,10:51:13,2,39.0,Paired,0
10:52:56,10:53:22,3,26.0,Paired,0
10:53:22,10:54:05,3,43.0,Paired,1
10:54:05,10:54:24,3,19.0,Paired,0
10:54:24,10:54:57,3,33.0,Paired,1
10:54:57,10:55:29,3,32.0,Paired,0
10:55:29,10:55:50,3,21.0,Paired,0
10:55:50,10:56:11,3,21.0,Paired,0
10:56:11,10:56:32,3,21.0,Paired,0
10:56:32,10:56:59,3,27.0,Paired,0
10:56:59,10:57:22,3,23.0,Paired,0
10:57:22,10:57:44,3,22.0,Paired,0
10:57:44,10:58:05,3,21.0,Paired,1
10:58:05,10:58:25,3,20.0,Paired,1
10:58:25,10:58:45,3,20.0,Paired,1
10:58:45,10:59:03,3,18.0,Paired,0
10:59:03,10:59:27,3,24.0,Paired,0
10:59:28,10:59:50,3,22.0,Paired,0
10:59:50,11:00:13,3,23.0,Paired,0
11:02:04,11:02:27,4,23.0,Paired,0
11:02:27,11:02:53,4,26.0,Paired,1
11:02:53,11:03:18,4,25.0,Paired,0
11:03:18,11:03:39,4,21.0,Paired,0
11:03:39,11:04:01,4,22.0,Paired,0
11:04:01,11:04:33,4,32.0,Paired,0
11:04:33,11:05:00,4,27.0,Paired,0
11:05:00,11:05:20,4,20.0,Paired,0
11:05:20,11:05:39,4,19.0,Paired,0
11:05:39,11:06:02,4,23.0,Paired,0
11:06:02,11:06:21,4,19.0,Paired,0
11:06:21,11:06:46,4,25.0,Paired,0
11:06:46,11:07:08,4,22.0,Paired,0
11:07:08,11:07:33,4,25.0,Paired,1
11:07:33,11:08:07,4,34.0,Paired,0
11:08:07,11:08:27,4,20.0,Paired,0
11:08:27,11:08:48,4,21.0,Paired,0
11:08:48,11:09:07,4,19.0,Paired,0
11:09:07,11:09:25,4,18.0,Paired,1
11:10:50,11:11:16,5,26.0,Paired,1
11:11:16,11:11:45,5,29.0,Paired,1
11:11:45,11:12:03,5,18.0,Paired,1
11:12:03,11:12:25,5,22.0,Paired,0
11:12:25,11:12:43,5,18.0,Paired,1
11:12:43,11:13:10,5,27.0,Paired,0
11:13:10,11:13:34,5,24.0,Paired,1
11:13:34,11:13:57,5,23.0,Paired,1
11:13:57,11:14:16,5,19.0,Paired,0
11:14:16,11:14:36,5,20.0,Paired,0
11:14:36,11:14:53,5,17.0,Paired,1
11:14:53,11:15:15,5,22.0,Paired,0
11:15:15,11:15:32,5,17.0,Paired,0
11:15:32,11:16:01,5,29.0,Paired,1
11:16:01,11:16:24,5,23.0,Paired,1
11:16:24,11:16:43,5,19.0,Paired,0
11:16:43,11:17:00,5,17.0,Paired,0
11:17:01,11:17:18,5,17.0,Paired,1
