StartTime,EndTime,Type,Duration,PairStatus,trust_binary
11:27:53,11:28:20,4,27.0,Paired,1
11:28:20,11:28:42,4,22.0,Paired,0
11:28:42,11:29:06,4,24.0,Paired,0
11:29:06,11:29:29,4,23.0,Paired,0
11:29:29,11:29:49,4,20.0,Paired,1
11:29:49,11:30:15,4,26.0,Paired,1
11:30:15,11:30:34,4,19.0,Paired,1
11:30:35,11:30:54,4,19.0,Paired,1
11:30:54,11:31:16,4,22.0,Paired,0
11:31:16,11:31:36,4,20.0,Paired,0
11:31:36,11:32:06,4,30.0,Paired,1
11:32:06,11:32:25,4,19.0,Paired,0
11:32:25,11:32:41,4,16.0,Paired,0
11:32:41,11:33:02,4,21.0,Paired,0
11:33:02,11:33:21,4,19.0,Paired,1
11:33:21,11:33:40,4,19.0,Paired,0
11:33:40,11:34:00,4,20.0,Paired,1
11:34:00,11:34:20,4,20.0,Paired,1
11:34:20,11:34:37,4,17.0,Paired,1
11:36:08,11:36:41,5,33.0,Paired,1
11:36:41,11:37:05,5,24.0,Paired,0
11:37:05,11:37:23,5,18.0,Paired,0
11:37:23,11:37:47,5,24.0,Paired,0
11:37:47,11:38:11,5,24.0,Paired,0
11:38:11,11:38:30,5,19.0,Paired,1
11:38:30,11:38:48,5,18.0,Paired,1
11:38:48,11:39:29,5,41.0,Paired,0
11:39:30,11:39:48,5,18.0,Paired,0
11:39:48,11:40:10,5,22.0,Paired,0
11:40:10,11:40:30,5,20.0,Paired,0
11:40:30,11:40:57,5,27.0,Paired,1
11:40:57,11:41:14,5,17.0,Paired,0
11:41:14,11:41:31,5,17.0,Paired,0
11:41:31,11:41:53,5,22.0,Paired,1
11:41:53,11:42:12,5,19.0,Paired,1
11:42:12,11:42:39,5,27.0,Paired,0
11:42:39,11:42:59,5,20.0,Paired,0
11:42:59,11:43:16,5,17.0,Paired,0
11:44:21,11:44:50,6,29.0,Paired,0
11:44:50,11:45:13,6,23.0,Paired,1
11:45:13,11:45:30,6,17.0,Paired,0
11:45:30,11:45:48,6,18.0,Paired,0
11:45:48,11:46:06,6,18.0,Paired,0
11:46:06,11:46:31,6,25.0,Paired,1
11:46:31,11:46:48,6,17.0,Paired,0
11:46:48,11:47:06,6,18.0,Paired,0
11:47:06,11:47:29,6,23.0,Paired,0
11:47:30,11:47:55,6,25.0,Paired,1
11:47:55,11:48:11,6,16.0,Paired,0
11:48:11,11:48:30,6,19.0,Paired,0
11:48:30,11:48:46,6,16.0,Paired,0
11:48:46,11:49:03,6,17.0,Paired,0
11:49:03,11:49:19,6,16.0,Paired,0
11:49:19,11:49:39,6,20.0,Paired,1
11:49:39,11:49:58,6,19.0,Paired,1
11:49:58,11:50:21,6,23.0,Paired,1
11:51:38,11:51:54,7,16.0,Paired,1
11:51:54,11:52:11,7,17.0,Paired,0
11:52:11,11:52:27,7,16.0,Paired,1
11:52:27,11:52:44,7,17.0,Paired,1
11:52:44,11:53:04,7,20.0,Paired,1
11:53:04,11:53:22,7,18.0,Paired,0
11:53:22,11:53:37,7,15.0,Paired,0
11:53:37,11:54:02,7,25.0,Paired,0
11:54:02,11:54:20,7,18.0,Paired,0
11:54:20,11:54:45,7,25.0,Paired,0
11:54:45,11:55:06,7,21.0,Paired,0
11:55:06,11:55:24,7,18.0,Paired,1
11:55:24,11:55:41,7,17.0,Paired,0
11:55:41,11:55:56,7,15.0,Paired,0
11:55:56,11:56:12,7,16.0,Paired,0
11:56:12,11:56:37,7,25.0,Paired,1
11:56:37,11:56:57,7,20.0,Paired,0
11:56:57,11:57:13,7,16.0,Paired,0
11:58:22,11:58:41,8,19.0,Paired,0
11:58:41,11:58:59,8,18.0,Paired,0
11:58:59,11:59:16,8,17.0,Paired,0
11:59:16,11:59:31,8,15.0,Paired,1
11:59:32,11:59:49,8,17.0,Paired,0
11:59:49,12:00:08,8,19.0,Paired,0
12:00:08,12:00:23,8,15.0,Paired,0
12:00:23,12:00:45,8,22.0,Paired,0
12:00:45,12:01:08,8,23.0,Paired,0
12:01:08,12:01:25,8,17.0,Paired,0
12:01:25,12:01:43,8,18.0,Paired,0
12:01:43,12:02:00,8,17.0,Paired,1
12:02:00,12:02:18,8,18.0,Paired,0
12:02:18,12:02:35,8,17.0,Paired,1
12:02:35,12:02:53,8,18.0,Paired,0
12:02:53,12:03:10,8,17.0,Paired,0
12:03:10,12:03:26,8,16.0,Paired,1
12:03:26,12:03:42,8,16.0,Paired,0
12:03:42,12:03:58,8,16.0,Paired,0
