StartTime,EndTime,Type,Duration,PairStatus
12:15:09,12:15:48,1,39.0,Paired
12:15:48,12:16:24,1,36.0,Paired
12:16:24,12:17:00,1,36.0,Paired
12:17:00,12:17:34,1,34.0,Paired
12:17:34,12:18:15,1,41.0,Paired
12:18:15,12:19:09,1,54.0,Paired
12:19:09,12:19:38,1,29.0,Paired
12:19:38,12:20:08,1,30.0,Paired
12:20:08,12:20:38,1,30.0,Paired
12:20:38,12:21:19,1,41.0,Paired
12:21:19,12:21:44,1,25.0,Paired
12:21:44,12:22:09,1,25.0,Paired
12:22:09,12:22:46,1,37.0,Paired
12:22:46,12:23:17,1,31.0,Paired
12:23:17,12:23:51,1,34.0,Paired
12:23:51,12:24:21,1,30.0,Paired
12:24:21,12:24:58,1,37.0,Paired
12:24:58,12:25:28,1,30.0,Paired
12:27:52,12:28:45,2,53.0,Paired
12:28:45,12:29:27,2,42.0,Paired
12:29:27,12:29:53,2,26.0,Paired
12:29:53,12:30:31,2,38.0,Paired
12:30:31,12:30:56,2,25.0,Paired
12:30:56,12:31:20,2,24.0,Paired
12:31:20,12:32:07,2,47.0,Paired
12:32:07,12:32:38,2,31.0,Paired
12:32:38,12:33:24,2,46.0,Paired
12:33:24,12:34:04,2,40.0,Paired
12:34:04,12:34:40,2,36.0,Paired
12:34:40,12:35:32,2,52.0,Paired
12:35:33,12:36:06,2,33.0,Paired
12:36:06,12:36:45,2,39.0,Paired
12:36:45,12:37:12,2,27.0,Paired
12:37:12,12:37:34,2,22.0,Paired
12:37:34,12:38:04,2,30.0,Paired
12:38:04,12:38:24,2,20.0,Paired
12:38:24,12:39:01,2,37.0,Paired
12:40:51,12:41:18,3,27.0,Paired
12:41:18,12:41:38,3,20.0,Paired
12:41:38,12:42:02,3,24.0,Paired
12:42:02,12:42:25,3,23.0,Paired
12:42:25,12:42:48,3,23.0,Paired
12:42:48,12:43:10,3,22.0,Paired
12:43:10,12:43:42,3,32.0,Paired
12:43:42,12:44:10,3,28.0,Paired
12:44:10,12:44:30,3,20.0,Paired
12:44:30,12:44:56,3,26.0,Paired
12:44:56,12:45:21,3,25.0,Paired
12:45:21,12:45:43,3,22.0,Paired
12:45:43,12:46:02,3,19.0,Paired
12:46:02,12:46:27,3,25.0,Paired
12:46:27,12:46:57,3,30.0,Paired
12:46:57,12:47:15,3,18.0,Paired
12:47:15,12:47:44,3,29.0,Paired
12:47:44,12:48:02,3,18.0,Paired
12:49:43,12:50:07,4,24.0,Paired
12:50:07,12:50:34,4,27.0,Paired
12:50:34,12:50:55,4,21.0,Paired
12:50:55,12:51:24,4,29.0,Paired
12:51:24,12:51:44,4,20.0,Paired
12:51:44,12:52:08,4,24.0,Paired
12:52:08,12:52:37,4,29.0,Paired
12:52:37,12:53:00,4,23.0,Paired
12:53:00,12:53:23,4,23.0,Paired
12:53:23,12:53:52,4,29.0,Paired
12:53:52,12:54:16,4,24.0,Paired
12:54:16,12:54:39,4,23.0,Paired
12:54:39,12:55:01,4,22.0,Paired
12:55:01,12:55:23,4,22.0,Paired
12:55:23,12:55:51,4,28.0,Paired
12:55:51,12:56:14,4,23.0,Paired
12:56:14,12:56:37,4,23.0,Paired
12:56:37,12:56:56,4,19.0,Paired
12:56:56,12:57:20,4,24.0,Paired
12:58:50,12:59:08,7,18.0,Paired
12:59:08,12:59:24,7,16.0,Paired
12:59:24,12:59:42,7,18.0,Paired
12:59:42,13:00:01,7,19.0,Paired
13:00:01,13:00:19,7,18.0,Paired
13:00:19,13:00:36,7,17.0,Paired
13:00:36,13:01:00,7,24.0,Paired
13:01:00,13:01:24,7,24.0,Paired
13:01:24,13:01:45,7,21.0,Paired
13:01:45,13:02:09,7,24.0,Paired
13:02:09,13:02:34,7,25.0,Paired
13:02:34,13:02:58,7,24.0,Paired
13:02:58,13:03:19,7,21.0,Paired
13:03:19,13:03:46,7,27.0,Paired
13:03:46,13:04:08,7,22.0,Paired
13:04:08,13:04:29,7,21.0,Paired
13:04:29,13:04:48,7,19.0,Paired
13:04:48,13:05:11,7,23.0,Paired
13:05:11,13:05:29,7,18.0,Paired
13:06:34,13:06:34,0,0.0,Paired
13:06:34,13:06:34,0,0.0,Paired
13:06:35,,2,,No Pair
