StartTime,EndTime,Type,Duration,PairStatus
09:27:17,09:27:43,1,26.0,Paired
09:27:43,09:28:29,1,46.0,Paired
09:28:29,09:29:12,1,43.0,Paired
09:29:12,09:29:42,1,30.0,Paired
09:29:42,09:30:10,1,28.0,Paired
09:30:10,09:30:46,1,36.0,Paired
09:30:46,09:31:27,1,41.0,Paired
09:31:27,09:32:08,1,41.0,Paired
09:32:08,09:32:43,1,35.0,Paired
09:32:43,09:33:08,1,25.0,Paired
09:33:08,09:33:59,1,51.0,Paired
09:33:59,09:34:16,1,17.0,Paired
09:34:16,09:34:57,1,41.0,Paired
09:34:57,09:35:28,1,31.0,Paired
09:35:28,09:36:10,1,42.0,Paired
09:36:10,09:36:30,1,20.0,Paired
09:36:30,09:37:02,1,32.0,Paired
09:37:02,09:37:44,1,42.0,Paired
09:40:46,09:41:23,2,37.0,Paired
09:41:23,09:41:58,2,35.0,Paired
09:41:58,09:42:36,2,38.0,Paired
09:42:36,09:43:35,2,59.0,Paired
09:43:35,09:43:55,2,20.0,Paired
09:43:55,09:44:26,2,31.0,Paired
09:44:26,09:45:09,2,43.0,Paired
09:45:09,09:45:41,2,32.0,Paired
09:45:41,09:46:20,2,39.0,Paired
09:46:20,09:47:06,2,46.0,Paired
09:47:06,09:47:34,2,28.0,Paired
09:47:34,09:48:20,2,46.0,Paired
09:48:20,09:48:44,2,24.0,Paired
09:48:44,09:49:09,2,25.0,Paired
09:49:09,09:49:54,2,45.0,Paired
09:49:54,09:50:12,2,18.0,Paired
09:50:12,09:50:56,2,44.0,Paired
09:50:56,09:51:24,2,28.0,Paired
09:51:24,,2,,No Pair
