0.031022448,25579.05956,132117.8313,93104.10379,5994.361137,2.81e-05,0.196563629,62.46169437,36.07894737,2202.105263,1
0.034298819,21274.5304,134060.9101,94609.07692,6218.511143,3.83e-05,0.19710147,113.3491036,37.75,2032.857143,0
0.037024076,18257.34412,134693.2908,95154.75432,6272.204415,3.88e-05,0.176811652,124.4405323,38.36363636,1834.545455,0
0.04060364,14952.79045,135654.576,95942.28953,6288.645519,4.27e-05,0.180076667,127.3132992,31.12121212,2413.333333,1
0.043820588,12386.44693,136310.8806,96619.93953,6316.886822,5.44e-05,0.203100837,123.0429987,37.0625,1655.0,0
0.045348343,11310.80384,137311.5544,97267.42176,6260.813711,5.07e-05,0.188235294,113.7674062,39.11111111,2622.222222,1
0.047094809,10168.1675,137044.2042,97014.21196,6312.93368,5.29e-05,0.207272727,109.8684118,33.33333333,2282.666667,0
0.049015781,9002.81654,136839.5782,96971.6564,6267.861374,5.07e-05,0.194709063,110.8922126,32.5625,2132.5,1
0.051080502,7850.329013,137102.8812,97181.78616,6314.091942,5.41e-05,0.193427254,113.2992128,35.0,2764.0,1
0.052952241,6879.792441,137108.4403,97156.62222,6263.105556,4.67e-05,0.169590719,111.991177,36.5,2780.0,1
0.054353272,6197.741583,137272.1629,97300.05254,6236.681261,5.12e-05,0.168115978,111.4956725,34.16666667,3893.333333,1
0.055926646,5475.223104,137466.8366,97452.91139,6260.597238,6.04e-05,0.184699475,111.6578505,36.5,2175.0,0
0.057857423,4640.018586,137090.859,97225.77844,6226.066351,5.76e-05,0.184795386,107.7458961,46.15789474,1778.947368,0
0.059357757,4027.359595,137015.1132,97231.71938,6225.089922,5.17e-05,0.152592667,98.22571139,46.84615385,2000.0,0
0.060917784,3425.348097,137365.3964,97558.69578,6230.84357,5.67e-05,0.162841541,93.59391825,32.25,2480.0,1
0.062308604,2910.681107,137241.3199,97572.88143,6122.096197,6.95e-05,0.180952429,89.27974815,32.88888889,1986.666667,1
0.063272893,2568.810742,136698.5318,97195.45891,6126.967442,5.17e-05,0.133333342,87.32143846,34.57142857,2005.714286,1
0.064443358,2167.473787,137116.2926,97493.21827,6221.037152,5.67e-05,0.172222278,82.28716154,40.77777778,2648.888889,0
0.065435492,1837.83028,137598.2622,97781.84706,6231.208403,5.12e-05,0.158333313,84.27968611,38.0,1722.666667,0
0.073403789,-483.1547622,137611.2244,98385.49022,6113.302647,5.59e-05,0.149999972,59.9835981,34.33333333,2365.333333,0
0.074063719,-653.0018303,138212.5197,98845.69737,6143.518914,4.95e-05,0.123809514,48.09230541,38.59259259,1850.37037,0
0.074883089,-859.8430676,138262.9888,99028.95409,6080.419933,5.28e-05,0.121212182,43.10602963,40.72727273,1612.727273,0
