"Time Range: 14:57:15 to 14:57:45, Duration 30.0"
Mean Values:
-0.1012044169727739,-0.276580712873553,-0.06433210546757948,-0.05349937713587452,-0.07878095267813702,-0.1111166378975982,-0.12939216884743027,-0.1476709416451081,-0.13911433264742085,-0.09964344549979923,-0.10646200682572729,-0.13107254832511686,-0.006075642824108757,-0.0036163061403100974,-0.03296942637618791,-0.152399723350543,-0.004050915213998169,0.009438837057656307,-0.0008469600010679594,0.011624582849429764,-0.056703375531658134,-0.13296664530468819,-0.0038814649807493305,0.0013259403507162703,-0.002321918667666617,-0.0026605381040791347,-0.01674917774934225,-0.018815653903977946,-0.007964680982752742,-0.009223174533435664,-0.00020018681338056162,0.0002072343163019354,-0.0345614250460262,-0.052284169894150634,-0.0018925352839079003,-0.0008448910865107462,-0.02326021390847148,-0.00024023392495691668,0.008250319076604623,0.00853771177544165
"Size of mean_values: (1, 40)"

"Time Range: 14:57:46 to 14:58:11, Duration 25.0"
Mean Values:
-0.0991841565202182,-0.266410460389297,-0.06305844700602076,-0.04694716767117345,-0.08260312799735633,-0.1104291594816112,-0.13117260102681275,-0.1473618047834343,-0.14589839053508727,-0.10065522415423575,-0.09748834121838633,-0.10739540360354084,-0.005688700784531288,-0.003349924322755857,-0.037313954057818406,-0.1520439884008242,-0.004602817707444781,0.006753103514554373,0.0005008331122326036,0.013406524842198562,-0.05477321655412636,-0.12279179784221857,-0.003717990254966472,0.0019353082262092052,-0.0022123994127143344,-0.0023100499765786975,-0.014523900696281488,-0.013548484420702186,-0.007577715814693731,-0.00829436194852605,-0.00025176993079893315,0.0002922732115612585,-0.031151022179257748,-0.04407780248718011,-0.0018653128182997993,-0.0007358876156739993,-0.022856263118870974,-0.00029827299840568547,0.008189484782442046,0.008492812822201993
"Size of mean_values: (1, 40)"

"Time Range: 14:58:11 to 14:58:53, Duration 42.0"
Mean Values:
-0.08856524250443125,-0.24461421102337855,-0.04660229389502155,-0.024313005860914536,-0.08954597372535338,-0.11330081297327825,-0.1311584715195876,-0.14229565581360762,-0.10955922518230622,-0.07843289923863787,-0.08774626731176745,-0.08481345481377296,-0.001952574771331075,0.002385473169399916,-0.028686147994798687,-0.12292676281503095,-0.000815474404649063,0.015513118219945797,0.0016111776730939199,0.016991313717403807,-0.046448423060658384,-0.10705276124440304,-0.00315570543878227,0.0028119967465319476,-0.0011597254056763082,-0.000401640291863736,-0.012167405966053266,-0.005387757593603961,-0.0002185620635416675,0.0015363311338577963,-0.00020275879005975992,0.0002842543185013302,-0.029598618294390852,-0.04235878011816128,-0.0015668346830713296,-0.00029595547924721215,-0.01852770846524833,0.002884133150463713,0.005590188415108191,0.006946995777826728
"Size of mean_values: (1, 40)"

"Time Range: 14:58:53 to 14:59:25, Duration 32.0"
Mean Values:
-0.07941016430712615,-0.22045500313467203,-0.03903920650700166,-0.019204886545022365,-0.07977397112543627,-0.10513876780044402,-0.10744607575328297,-0.12353318827075865,-0.08055224383880517,-0.06353400993666936,-0.0735915111889298,-0.07144665952366251,-0.0005845285447569529,0.004132830008214303,-0.023386915289993915,-0.11160731198083443,0.0008114731551206466,0.01703236186084065,0.0012410735147685536,0.014436744324941159,-0.040083034045556215,-0.09479015770755572,-0.0031129231005253707,0.002076701638578598,-0.0005860820254017303,0.0003513757468746851,-0.010294079226203985,-0.0004342839096474889,0.002897377337806958,0.005616484199510591,-1.8962863043991296e-05,0.0005415756729431525,-0.027044856452366844,-0.0377803982263867,-0.0013159432149836105,-0.00011533217690078719,-0.01789785393161056,0.0023192776017010755,0.00553722076932483,0.007181933201643613
"Size of mean_values: (1, 40)"

"Time Range: 14:59:25 to 14:59:50, Duration 25.0"
Mean Values:
-0.0806055540707768,-0.21991434458123194,-0.033945729356293364,-0.01766452707760372,-0.08085479002522214,-0.10534388232469015,-0.1098105723808011,-0.12307177899554152,-0.08883439634423682,-0.06576043186061314,-0.07290725146929297,-0.07043752408012754,-0.00023844226252942217,0.004142183591781876,-0.019992319710847185,-0.1045622600242337,-0.000698977212682064,0.012138536257641103,0.00038113075701520495,0.011077950770119001,-0.03767756034758016,-0.08972872415371393,-0.0029078511992578038,0.0017914883194250601,-0.0006097343308049137,0.00020865896255244085,-0.010387568210329701,-0.0037260722886826763,-0.0021434015293109107,-0.0018959469869797554,2.4705335095333214e-05,0.0006800518524750158,-0.02595968352598346,-0.0372392719375025,-0.0012367913932829111,-0.00016024177651891472,-0.01760753412069798,0.0012879342854042923,0.004164989477512768,0.0059734083236029425
"Size of mean_values: (1, 40)"

"Time Range: 14:59:50 to 15:00:23, Duration 33.0"
Mean Values:
-0.07636945363673638,-0.21172162609596012,-0.033547523357921404,-0.017002382826488454,-0.07863617986806752,-0.10244643799368536,-0.10404114533625505,-0.11562694508031857,-0.09219090756297468,-0.06575478191658546,-0.0672289352437323,-0.06623709125077766,1.2790711061774722e-06,0.004354550640011894,-0.01983707139042414,-0.100015828208738,-0.0004951692274483984,0.011262614758146241,0.00025779643683804764,0.01072331236535279,-0.03724673547560991,-0.08902798269418132,-0.0028033572762928573,0.0013396190098592937,-0.0004548186867410256,0.00041345138117997583,-0.010832036331001566,-0.005357421751642631,-0.0010503207326860134,-0.00045563519698087424,-0.00019670479972166678,0.00030903063901490454,-0.026499934498943035,-0.03962445205285503,-0.0011995560424309024,-0.00015319125671420456,-0.01819970573568026,-5.398719219421924e-05,0.0039539489944739395,0.005756091029660092
"Size of mean_values: (1, 40)"

"Time Range: 15:00:23 to 15:00:53, Duration 30.0"
Mean Values:
-0.06541666470087723,-0.1980980592469572,-0.02821564076207895,-0.013254921814953776,-0.06528663333145723,-0.08827203636845103,-0.08625491020087277,-0.09690837857465369,-0.07370353466181945,-0.05434151473866009,-0.05571026122724399,-0.05770523823780229,0.00038083528762679163,0.004343076846529119,-0.015870391618820073,-0.09596793445928992,0.0033942347291718088,0.015839314177101244,0.002104872589638246,0.012159681413977556,-0.03528265065728845,-0.09000478875898053,-0.002488408071233952,0.0012968379693176053,-0.00034973586472768426,0.00039586193133673734,-0.009097292143400805,-0.0003682506643091057,0.0007020381350048052,0.0016714712632568455,-0.00015012244935747894,0.00021913599481726407,-0.02474952038200812,-0.03548087179390327,-0.0012265696266586569,-0.0005312896660092694,-0.01904676103159544,-0.0036053098720374593,0.004263290691039445,0.005866818356993681
"Size of mean_values: (1, 40)"

"Time Range: 15:00:53 to 15:01:32, Duration 39.0"
Mean Values:
-0.062322834576471815,-0.18862996743458957,-0.03024595151150441,-0.018443793854091086,-0.05876287600914851,-0.0847508258814707,-0.07718469911509902,-0.09023771210091171,-0.08862807218579614,-0.05995982495181108,-0.05096480618747853,-0.05109910754523999,0.0002601001640603245,0.0036358308906931374,-0.018573637751468197,-0.09523332932192735,0.0003872560652273114,0.00924138762180515,0.0012046705283282745,0.009857127522400378,-0.03311406653342151,-0.0832799655114483,-0.002430046598737966,0.0006710605608319742,-0.0003447765601128573,0.00036454974856557534,-0.008635049326897737,-0.0016732751309544256,-0.001302744544678628,-0.0015187032258424465,-0.00012179317392753752,0.00026910952761107794,-0.02240736534591933,-0.030766716225967588,-0.0012885647544254683,-0.0006800431493147496,-0.018927386846106245,-0.00365975759748054,0.005093613738874075,0.006549607504019341
"Size of mean_values: (1, 40)"

"Time Range: 15:01:32 to 15:01:56, Duration 24.0"
Mean Values:
-0.061349439580853996,-0.1858217115554685,-0.026753421848626883,-0.014328568893356248,-0.0572166911111248,-0.08275162926128721,-0.07183728206863146,-0.08619704607007381,-0.07232979053569603,-0.05223384085615163,-0.04657725058111139,-0.04874253940087152,0.00024318979011145987,0.0036026750555644147,-0.01846372976200499,-0.09730172218649306,0.0024459471127039863,0.013316429884550878,0.0018853243381363263,0.010625651476458785,-0.03432463641469499,-0.08510864262308851,-0.0023255046228058125,0.0009566599461136127,-0.00037467567313114434,0.0002454034036506815,-0.007854134006869766,-0.0001135339005181523,-0.002278192457652036,-0.002777898456916739,-0.00020132464376874945,0.00018342006641728975,-0.021400239489688888,-0.02722695822166112,-0.0012879233813911295,-0.0008117003674222712,-0.019283277851141343,-0.004143477660110423,0.005144763129524352,0.006542470334667817
"Size of mean_values: (1, 40)"

"Time Range: 15:01:57 to 15:02:22, Duration 25.0"
Mean Values:
-0.058761553182547444,-0.18027315057577564,-0.026348667239031575,-0.01330469205683326,-0.05183447916234105,-0.0783912916971739,-0.06279876858137924,-0.0783052362223676,-0.06795762474125955,-0.04911831903863496,-0.03990980177970043,-0.0426281164342567,0.00014533392284230332,0.0031148870238153505,-0.018102393636598428,-0.09588632775069277,0.0029253583069697984,0.013009520513189219,0.002386524915565734,0.011223574630423937,-0.030473057872605305,-0.0783321862479123,-0.0021613497795668446,0.0010055092824035842,-0.0003736589401890385,0.00019723070546587724,-0.0076106525943606135,-0.0002816274860220584,-0.0025773986675450317,-0.0033130240992300213,-0.0001703554105973303,0.00019264278882894574,-0.019149508115830233,-0.02254087100110492,-0.001136292664888775,-0.0005812530154647156,-0.018918271737845493,-0.003791073505830349,0.004974961602333357,0.006192201352758836
"Size of mean_values: (1, 40)"

"Time Range: 15:02:22 to 15:02:44, Duration 22.0"
Mean Values:
