Question Number,Question Type,Choice,left eye 1,left eye 2,right eye 1,right eye 2,EA,EL,PI,PR,PG,TH,AX,AY,AZ,GX,GY,GZ,MX,MY,MZ,SA,SR,SF,HR,BI,Accept_Deny_button.response,Accept_Deny_button.rt,Confidence_Slider.response,Confidence_Slider.rt,Deny_Slider.response,Deny_Slider.rt,Accuracy of AI response,Image authentic?,HRVar
1,feature,no,0.404667776,0.634284744,0.41043511,0.597324984,0.471322392,-16574.147,147701.6591,135703.9664,11652.08312,34.56453056,0.412789121,-0.723497908,0.574850209,1.075231156,0.669585654,0.13873951,-19.88870293,-89.92384937,70.59748954,0.0,0.0,3.356107639,56.25806452,1534.193548,2.0,20.9398702,3.0,45.8377198,3.0,42.0407154,1.0,1.0,7.5541059119549185
1,feature,no,0.525192926,0.367976996,0.508227598,0.346367404,0.487466634,-16671.16488,147541.3874,135729.8837,11585.00275,34.71430514,0.415242009,-0.733023744,0.56149589,1.089745887,0.631757856,0.140766059,-19.72968037,-91.04474886,69.5543379,0.007232833,0.566667,5.782401515,70.42222222,962.6666667,1.0,33.6473322,3.0,37.2464331,1.0,41.1680479,0.0,0.0,4.428671506572972
1,feature,no,0.528656735,0.683923234,0.500941393,0.671749232,0.489569229,-16684.48222,147958.7755,135786.328,11678.02419,34.84837778,0.41429585,-0.733809906,0.561771084,1.104128514,0.672882591,0.127293371,-19.89692102,-91.4497992,69.58366801,0.00509025,0.4,5.61697,62.39285714,1081.428571,1.0,18.3006262,4.0,20.5214676,1.0,23.5992212,1.0,1.0,3.119108202489292
1,feature,no,0.415906118,0.443889696,0.401726191,0.414168138,0.491068393,-16693.29873,147970.3062,135849.5815,11548.4176,34.96128395,0.413846872,-0.731743231,0.564875817,1.087430439,0.683053622,0.120191133,-19.99626517,-91.52754435,69.65546218,0.01108,0.8,4.08020155,66.625,1064.0,2.0,23.2979938,4.0,27.2617498,3.0,42.1419436,1.0,1.0,6.196307833640189
1,feature,no,0.371389306,0.445453364,0.364265944,0.434766792,0.492954715,-16704.40448,147984.4022,135921.2016,11550.0998,35.08936,0.415558794,-0.731132663,0.564942714,1.079732663,0.667070707,0.127678344,-19.9959799,-91.66030151,69.64020101,0.0,0.0,1.857149167,78.96153846,770.0,1.0,26.7502452,4.0,29.8149833,3.0,39.2877624,1.0,0.0,1.6444981171516233
1,feature,no,0.497359058,0.461147068,0.483484683,0.430517854,0.495017539,-16716.22792,148108.5194,135974.1007,11538.63741,35.17902857,0.41379627,-0.732185079,0.565479197,1.07395122,0.675636758,0.117260401,-20.0215208,-91.72453372,69.47919656,0.0,0.0,0.541656471,79.22222222,765.5555556,1.0,20.1275617,5.0,24.8910316,1.0,26.845802,1.0,0.0,0.8319035353113317
1,feature,no,0.515013613,0.575305614,0.513659438,0.573284134,0.500631212,-16747.75685,148042.5627,135990.4358,11469.92836,35.25423645,0.406229167,-0.733151786,0.570358631,1.091925595,0.672684132,0.136177394,-20.18303571,-91.98214286,69.7202381,0.002895,0.3333332,4.312480247,79.74285714,765.7142857,1.0,18.144274,4.0,21.5448009,1.0,25.0976902,1.0,1.0,2.0050356772952678
1,feature,no,0.394668242,0.554971783,0.372823581,0.530293993,0.510290576,-16800.51284,147951.5811,136020.2645,11419.76008,35.32868182,0.41132811,-0.732094025,0.568106758,1.072170421,0.663096457,0.115796628,-20.23702253,-91.94613124,69.5553379,0.004565,0.5,8.575907317,76.01960784,795.2941176,2.0,27.5559644,3.0,40.2246714,1.0,34.4935258,0.0,0.0,3.3969998297228767
1,feature,no,0.428385187,0.471463802,0.401245619,0.449381707,0.509409974,-16796.05125,148267.9052,136067.939,11508.54416,35.40388412,0.411213731,-0.732056995,0.568379534,1.081180052,0.664119792,0.122369958,-20.45466321,-91.64766839,69.60103627,0.0,0.0,4.287433333,82.64285714,731.4285714,1.0,25.7824477,5.0,28.101441,1.0,29.5703935,0.0,1.0,1.7782072168122995
1,feature,no,0.364208607,0.509286706,0.350954643,0.485059856,0.507741172,-16787.0089,148385.3208,136141.8236,11532.65278,35.47499083,0.408261773,-0.731574792,0.571191136,1.080443213,0.676470014,0.134737557,-20.73545706,-91.42382271,69.69252078,0.003056,0.3666665,2.834365517,78.35135135,789.1891892,1.0,23.5669516,5.0,25.0517798,1.0,27.318187,1.0,0.0,3.959631129117797
1,feature,no,0.536172153,0.544042403,0.513160296,0.521967711,0.512743496,-16813.73097,148218.1687,136173.291,11410.99633,35.46284677,0.404176614,-0.73074665,0.57555542,1.084767357,0.67790172,0.133954545,-20.76735688,-91.49817296,69.83800244,0.005833667,0.555555667,5.704326,76.97619048,774.2857143,1.0,17.6080956,4.0,20.6946824,1.0,31.4273858,1.0,1.0,1.7318831600044746
1,feature,no,0.35956987,0.390162052,0.326865163,0.362800943,0.507267737,-16784.4174,148403.6564,136248.6852,11467.46353,35.4229619,0.398546845,-0.730236138,0.580002868,1.077264818,0.677019212,0.125320658,-20.90535373,-91.53154876,69.94933078,0.010398,0.8,1.803213492,82.08928571,745.0,1.0,24.334388,2.0,33.7892039,2.0,38.8077027,1.0,0.0,3.402014300190594
1,feature,no,0.576095573,0.580242606,0.579151243,0.567845197,0.510042715,-16799.38606,148046.59,136176.092,11318.45402,35.37736076,0.396835564,-0.730770554,0.580734226,1.066487572,0.66915547,0.124119919,-20.87571702,-91.60611855,69.9082218,0.0,0.0,1.980539683,78.53571429,751.4285714,1.0,14.1618379,4.0,16.8507462,1.0,19.3049052,0.0,0.0,1.7101471207481462
1,feature,no,0.450615067,0.438866634,0.420680208,0.42808585,0.510985912,-16804.38184,148281.4061,136278.118,11423.96067,35.33844805,0.396370588,-0.730908824,0.580835294,1.075808824,0.671429273,0.125510707,-20.87352941,-91.64313725,69.96372549,0.0044172,0.4800002,4.246792683,80.39622642,754.7169811,2.0,22.7742999,4.0,26.0911395,3.0,39.9240384,0.0,1.0,1.5730864155625035
1,feature,no,0.321136309,0.442185822,0.286059857,0.405656013,0.509341379,-16795.69537,148422.8038,136341.5376,11438.68745,35.27031658,0.394565152,-0.730408333,0.582725758,1.074344697,0.674,0.122462735,-20.98409091,-91.72727273,70.02651515,0.001999333,0.4,3.390218239,76.25373134,794.6268657,2.0,41.0370005,1.0,45.9731492,1.0,51.6995201,1.0,0.0,2.584002554073285
1,feature,no,0.597335379,0.577092867,0.573709631,0.574401553,0.506281376,-16779.11099,148287.662,136334.4558,11365.15349,35.20811282,0.392455951,-0.730262751,0.584429675,1.084541796,0.677209302,0.125724307,-20.69551777,-91.97372488,70.15301391,0.0,0.0,3.75904557,82.02857143,728.0,1.0,15.6708527,4.0,22.1200114,1.0,24.9857253,1.0,1.0,1.4649977772662175
1,feature,no,0.450299595,0.63344291,0.396292754,0.603180632,0.505571475,-16775.22149,148244.7271,136363.2921,11353.41117,35.15267674,0.392965297,-0.729865753,0.584651142,1.070863014,0.677932048,0.116142576,-20.69406393,-91.88767123,70.20639269,0.0,0.0,1.171265909,77.47272727,793.4545455,2.0,31.9938741,3.0,37.3854554,1.0,43.6083743,1.0,0.0,4.063635233769305
