Question Number,Question Type,Choice,left eye 1,left eye 2,right eye 1,right eye 2,EA,EL,PI,PR,PG,TH,AX,AY,AZ,GX,GY,GZ,MX,MY,MZ,SA,SR,SF,HR,BI,Accept_Deny_button.response,Accept_Deny_button.rt,Confidence_Slider.response,Confidence_Slider.rt,Deny_Slider.response,Deny_Slider.rt,Accuracy of AI response,Image authentic?,HRVar
1,converstational,no,0.551433819,0.62172154,0.541447538,0.599018303,0.287054592,-14668.73354,171433.545,136562.8246,8839.156398,34.58413386,-0.110497642,0.886382075,0.382773585,1.044051887,0.66657177,0.125087065,14.17924528,-98.33254717,62.42688679,0.000201,0.13333325,13.4595,60.9375,1002.5,1,14.5741447,5,15.5274459,1,16.6372321,1,0,0.573730483
1,converstational,no,0.463801925,0.496764125,0.458668958,0.477634003,0.287663706,-14679.06614,171528.3178,136794.9643,8833.372093,34.62005102,-0.10698609,0.886653787,0.380669243,1.062570325,0.669063566,0.116226073,14.12673879,-98.23338485,62.23338485,0.000254,0.2,12.47851282,59.03846154,1021.538462,1,19.4386019,3,20.4956702,3,24.6038351,1,0,0.870896974
1,converstational,no,0.475689619,0.396239341,0.467494832,0.379836105,0.293062529,-14766.91313,171443.606,137073.186,8797.804941,34.66460944,-0.104595855,0.887426166,0.378380829,1.067294041,0.666751958,0.12419726,14.09326425,-98.16839378,62.07512953,0.002682167,0.7,8.039775269,58.93333333,1029.333333,2,15.0146827,3,29.3179574,3,30.6614042,0,1,0.63968383
1,converstational,no,0.474988683,0.572416844,0.466322452,0.560984313,0.308098819,-15001.20997,171604.4847,137378.4509,8784.743961,34.70501604,-0.098308682,0.889160772,0.375467846,1.063474277,0.656791262,0.123129088,14.09324759,-97.91800643,61.9244373,0.001046875,0.291666625,16.082864,59.29166667,1006.666667,2,19.7080538,2,21.622885,3,24.0300673,0,0,0.806450444
1,converstational,no,0.428842236,0.456473706,0.417978526,0.439851373,0.324290927,-15227.65485,171897.0765,137517.334,8819.698189,34.73075497,-0.0945,0.890134538,0.373654618,1.066114458,0.669423935,0.11705794,13.92168675,-97.85542169,61.77911647,0.00055925,0.222222417,22.37485833,60,1006,1,14.2724701,5,15.873427,3,18.7528328,1,1,0.794719414
1,converstational,no,0.538139118,0.45332252,0.527815436,0.429180185,0.333369257,-15345.73715,172078.4386,137609.9965,8832.568421,34.76151744,-0.094582897,0.890483421,0.372748691,1.059434555,0.672629174,0.104879121,14.10820244,-98.14834206,61.64048866,0.001019,0.33333325,21.19693768,59.47826087,1012.173913,1,15.8474518,5,20.5298645,1,23.0385439,1,0,0.947223945
1,converstational,no,0.553785946,0.504772886,0.544686451,0.4849411,0.337662612,-15399.06622,172290.153,137771.7472,8888.797101,34.80659043,-0.086530547,0.892770096,0.368776527,1.064086817,0.650558442,0.140146299,14.08842444,-97.6511254,61.62379421,0.003625,0.8,12.18432763,61.76,966.4,1,16.7766659,4,18.6068571,3,23.4616653,0,1,1.738773514
1,converstational,no,0.484654515,0.394227665,0.473012526,0.371674538,0.331034571,-15315.89574,172417.4994,137961.3303,8817.318029,34.85824354,-0.07455692,0.892401786,0.370636161,1.060103795,0.600127946,0.110637749,13.98325893,-97.68191964,61.50223214,0,0,4.954264815,60.14285714,1020.571429,2,29.8327842,2,32.4147312,3,35.8660573,1,0,1.263581677
1,converstational,no,0.342925631,0.43104319,0.328223902,0.415013949,0.327193694,-15266.51322,172520.4015,138175.5328,8847.049254,34.89526108,-0.060046131,0.892322917,0.371870536,1.062982116,0.622996992,0.126408805,14.33779762,-97.69940476,61.49404762,0.000803857,0.219047857,6.819758025,61.44444444,983.7037037,1,17.6663161,4,22.2808955,1,25.5297799,1,1,1.648620247
1,converstational,no,0.730479742,0.382040256,0.73180274,0.371406026,0.33110328,-15316.4907,172543.1678,138303.3087,8810.270134,34.92539444,-0.056655518,0.894545151,0.36732107,1.065304858,0.647554439,0.117850267,14.22073579,-97.74414716,61.24080268,0.0012172,0.2666666,10.83153194,59.75,1011.666667,1,15.9939151,5,19.1399893,3,23.9347055,0,1,0.737209781
1,converstational,no,0.444091069,0.442122275,0.430043637,0.420040468,0.33646067,-15384.40099,172637.4456,138361.8327,8818.145161,34.94888667,-0.057167002,0.894625755,0.366672032,1.051593561,0.674770161,0.101682979,14.22132797,-97.81086519,61.16901408,0.000159,0.066667,9.445701667,61.6,970,1,14.6671632,4,17.2293818,1,18.7824268,1,1,1.667017507
1,converstational,no,0.475649024,0.457001684,0.467541536,0.445898819,0.335885945,-15377.29065,172718.9028,138399.3744,8845.331754,34.97001562,-0.058238208,0.895096698,0.364834906,1.057224057,0.662561611,0.113639506,14.32075472,-97.85849057,61.14622642,0,0,5.738027451,60.11764706,1035.294118,1,12.6740886,5,14.5895819,1,15.1335346,1,1,1.268973647
1,converstational,no,0.456107234,0.477384673,0.442792658,0.458293972,0.337851947,-15401.44894,172807.1498,138527.0596,8853.716586,34.97829787,-0.058905145,0.894643087,0.36623955,1.050840836,0.668514516,0.100821869,14.18006431,-97.82315113,61.21061093,0.000268,0.133333,3.862445333,59.16666667,1021.666667,2,15.9417521,3,22.0752967,3,20.2001239,1,0,1.00722031
1,converstational,no,0.549841962,0.563140862,0.531948414,0.5325288,0.347278442,-15513.22288,172764.9249,138477.3022,8841.163004,35.00486061,-0.065715328,0.892135036,0.371310219,1.025658759,0.703242202,0.113817097,14.6459854,-97.65510949,61.52007299,0.00069225,0.227777833,12.8514197,62.34782609,961.7391304,1,20.5399137,3,21.045708,2,21.8171868,0,0,2.327868624
1,converstational,no,0.35577465,0.322914784,0.339420991,0.315004626,0.354945864,-15600.95057,172927.8605,138625.7966,8862.463866,35.01945,-0.065517588,0.889298157,0.377403685,1.03547395,0.668179357,0.116156306,14.52596315,-97.63149079,61.52931323,0,0,12.25668493,58.18181818,1087.272727,1,19.9979342,4,21.8347992,2,23.1655734,1,0,1.258735709
1,converstational,no,0.490053041,0.555427278,0.477382872,0.548592077,0.354808333,-15599.4141,172931.3744,138617.0118,8822.99763,35.02628125,-0.076063679,0.888429245,0.378497642,1.056172986,0.682197619,0.063691729,14.58490566,-97.9740566,61.56839623,0,0,5.898332,60.58823529,995.2941176,1,14.9267057,4,15.5921849,3,16.6204032,1,1,1.622452755
1,converstational,no,0.451035363,0.44015148,0.436871035,0.429741487,0.354646036,-15597.57191,172941.152,138711.7033,8799.186813,35.05178313,-0.074343693,0.889683729,0.37630713,1.041906764,0.630699634,0.113590643,14.57586837,-98.33272395,61.42961609,0.0003015,0.1333335,4.999355224,60,1003.809524,1,17.7722681,4,19.6256941,2,20.4729852,1,1,0.774596669
1,converstational,no,0.466296194,0.485907009,0.453971904,0.47369104,0.356719027,-15620.47853,172930.7973,138829.3799,8788.472483,35.07739111,-0.065072289,0.885708166,0.385917001,1.026014765,0.639334232,0.112438298,14.82597055,-98.33199465,61.6626506,0.000889667,0.288889,4.230471111,60.43333333,1009.333333,1,19.5885146,3,27.4012397,3,29.9167532,0,0,1.524135331
1,converstational,no,0.438402721,0.379117896,0.426082951,0.369322311,0.380886081,-15867.73475,173195.9594,139051.4979,8779.203385,35.29139042,-0.065033476,0.889832351,0.375192823,1.053472006,0.667271309,0.116694848,14.57686127,-98.18452062,61.13042314,0.000913429,0.260317571,8.428114856,60.06081081,1002.432432,,,,,,,,,0.998136709
2,text,no,0.747851665,0.492525968,0.736669601,0.461556746,0.405187537,-16086.87393,173447.3926,139136.7047,8875.162752,35.51776111,-0.086556856,0.891366221,0.368643813,1.048060302,0.702455312,0.102949033,14.78762542,-97.81939799,61.05518395,0.002183846,0.389743615,13.66577917,64.26923077,935.3846154,1,17.3598927,5,22.5264394,1,23.2341683,1,1,2.554332669
2,text,no,0.741076974,0.625112524,0.726374051,0.611555495,0.42668653,-16263.57168,173475.3767,139151.9305,8775.598655,35.56048889,-0.087863839,0.893279018,0.364212054,1.055939732,0.668299776,0.101265589,14.515625,-97.77901786,60.84598214,0.001433,0.266667,17.88776111,62.11111111,991.1111111,2,15.3251154,5,15.8031637,1,17.3649245,0,1,0.90025414
2,text,no,0.558212049,0.547998173,0.544747471,0.535887648,0.437032353,-16341.07767,173421.2436,139083.2747,8720.43956,35.60147273,-0.084694698,0.893753199,0.363038391,1.068912088,0.638729282,0.145235067,14.48263254,-97.66361974,60.73674589,0.0007748,0.2533332,14.38723333,62.22727273,976.3636364,1,17.6915701,5,18.4723163,1,20.2816637,1,1,1.377776614
2,text,no,0.437464236,0.428127269,0.414935129,0.426561289,0.457049364,-16479.94889,173458.0785,139217.2395,8751.08046,35.64247468,-0.079032505,0.894632887,0.361263862,1.051307839,0.664671845,0.131324435,14.50095602,-97.58508604,60.55640535,0.00684575,0.6166665,13.3120619,60.42857143,998.0952381,2,14.1834691,5,14.8267952,1,20.9629808,1,0,0.746420027
2,text,no,0.490156846,0.661867135,0.479171938,0.705422923,0.497374722,-16726.48334,173287.1815,139268.3361,8720.843697,35.68434807,-0.073558528,0.892817726,0.366003344,1.03638526,0.654886824,0.13359823,14.72073579,-97.34615385,60.77759197,0.004263333,0.362963111,16.91601389,62.84,956.8,2,16.2066,5,21.6321762,3,22.8237634,1,0,1.972308292
2,text,no,0.544271839,0.410745414,0.528846934,0.39906006,0.554349731,-17010.67728,173175.5727,139224.3043,8657.026846,35.71392593,-0.060232143,0.893283482,0.367238839,1.038503356,0.654307692,0.128667436,14.88839286,-97.25,60.69419643,0.011173,0.566666667,15.51876667,62.78947368,951.5789474,1,13.3680685,5,15.4742418,3,16.7408295,1,1,1.228320776
2,text,no,0.536986697,0.868698378,0.514500698,0.866688865,0.628625521,-17316.43976,173341.5617,139362.7733,8684.032746,35.73625,-0.041467337,0.891831658,0.37118593,1.081626263,0.470664987,0.162925258,15.09045226,-97.11306533,60.82914573,0.003384167,0.3555555,21.09585,64.58823529,943.5294118,1,13.4550145,5,14.7755778,1,15.3868785,0,0,1.416810835
2,text,no,0.489829594,0.587971015,0.475061776,0.585607428,0.711437949,-17571.41331,173468.1557,139310.1612,8723.880952,35.77064848,-0.036438757,0.893440585,0.366447898,1.05366055,0.674073665,0.109369942,15.15173675,-97.07678245,60.68921389,0.00977,0.4,23.5741209,64.34782609,949.5652174,1,18.5737455,4,19.1115777,3,21.0837819,0,1,1.799209313
2,text,no,0.530526495,0.362342672,0.516240714,0.353142026,0.724285596,-17610.72821,173664.1019,139403.4713,8781.467091,35.78799301,-0.035698312,0.890149789,0.374181435,1.042396624,0.666742072,0.121765487,15.32489451,-96.94936709,60.8164557,0,0,14.45564286,60.29411765,1101.176471,1,16.6675755,3,17.309925,2,18.0678695,1,0,1.686887144
