Question Number,Question Type,Choice,left eye 1,left eye 2,right eye 1,right eye 2,EA,EL,PI,PR,PG,TH,AX,AY,AZ,GX,GY,GZ,MX,MY,MZ,SA,SR,SF,HR,BI,Accept_Deny_button.response,Accept_Deny_button.rt,Confidence_Slider.response,Confidence_Slider.rt,Deny_Slider.response,Deny_Slider.rt,Accuracy of AI response,Image authentic?,HRVar
4,image,yes,0.542369015,0.435974963,0.531213819,0.450306276,0.030413773,26456.68559,153279.7015,120996.2687,11790.80746,33.44894581,0.730486607,0.481747024,0.384017857,0.995227679,0.805090909,0.129907264,29.56845238,-101.0877976,89.26190476,0.0,0.0,0.0,29.27272727,2429.090909,1.0,19.7958614,4.0,21.8018509,1.0,26.0964496,1.0,0.0,2.2401298663653004
4,image,yes,0.570690078,0.595741386,0.485453355,0.687763948,0.030412815,26458.10516,153184.0475,121106.6581,11836.97623,33.58058788,0.727244526,0.488766423,0.381164234,1.109662409,0.724915905,0.075108159,30.08941606,-101.6386861,88.98357664,0.0,0.0,0.0,24.33333333,3366.666667,1.0,17.2410016,4.0,18.6055976,1.0,21.8574302,1.0,1.0,1.2110601416389966
4,image,yes,0.384251933,0.379661961,0.372277453,0.381184353,0.030411693,26459.90148,153052.0874,121092.1782,11918.98824,33.70866111,0.725457286,0.498274707,0.371072027,1.158705193,0.728877311,0.102180887,30.65829146,-101.3567839,88.3919598,0.0,0.0,0.0,30.41666667,2040.0,2.0,15.7701239,3.0,18.6640684,3.0,22.7298474,0.0,1.0,3.5537005893558167
4,image,yes,0.472383009,0.65959738,0.460633653,0.669495771,0.030411526,26460.03049,153160.0508,121324.5569,11881.22767,33.85103468,0.728478185,0.496511344,0.366282723,1.027736475,0.718067138,0.074612903,30.4938918,-101.1448517,88.18324607,0.0,0.0,0.0,36.18181818,2163.636364,2.0,17.991588,4.0,19.7973578,1.0,21.8547893,1.0,0.0,3.709937514788674
4,image,yes,0.494008641,0.494685772,0.485806071,0.524947735,0.0304111,26460.67247,153416.3441,121662.5755,11986.11469,33.95987417,0.729166667,0.497186747,0.363941767,1.111261569,0.750004024,0.115866388,30.65662651,-101.0803213,88.07429719,0.0,0.0,0.0,29.16666667,3266.666667,1.0,16.2949789,3.0,17.1491816,3.0,19.1385602,1.0,0.0,2.562550812504343
4,image,yes,0.49054184,0.651539927,0.472435789,0.680768611,0.030410402,26461.83529,153359.2171,121798.7256,11940.37054,34.05511282,0.727222566,0.496383308,0.36922102,1.042523957,0.717534776,0.080134921,30.74497682,-101.3029366,88.0942813,0.0,0.0,0.0,26.11111111,2835.555556,1.0,13.5119659,4.0,14.7934115,3.0,24.8708877,1.0,1.0,3.689323936863109
4,image,yes,0.497307493,0.539302571,0.48647508,0.569559891,0.030410923,26460.87054,153212.8242,121926.25,12007.9322,34.11194406,0.728291755,0.505794926,0.351881607,1.094099366,0.627299363,0.043974082,30.85412262,-100.858351,88.16067653,0.0,0.0,0.0,27.66666667,2513.333333,1.0,16.7799987,3.0,17.7539695,3.0,18.8015935,1.0,0.0,0.5163977794943222
4,image,yes,0.439382864,0.507361472,0.429578919,0.522781445,0.030410409,26461.67379,153225.2863,122084.7923,12026.97581,34.17334,0.726947791,0.510409639,0.348763052,1.049815261,0.738062374,0.081133197,30.79518072,-100.7751004,88.22690763,0.0,0.0,0.0,26.14285714,3405.714286,1.0,15.7140902,4.0,16.7525361,1.0,17.919178,0.0,0.0,1.3451854182690983
4,image,yes,0.407025195,0.501443356,0.395456289,0.520307113,0.030409809,26462.61516,153201.5879,122262.6722,12096.75458,34.2311697,0.725979927,0.508702555,0.353235401,1.049728102,0.71597989,0.100157009,30.72262774,-100.8540146,88.16788321,0.0,0.0,0.0,23.4,3280.0,2.0,18.4430652,3.0,19.1558543,3.0,20.6799771,0.0,1.0,1.140175425099138
4,image,yes,0.531709045,0.555754102,0.51686646,0.58925871,0.030410116,26462.07909,153623.1127,122725.4849,12192.81087,34.26940667,0.724933735,0.5105,0.353050201,1.035295775,0.725425703,0.083883817,30.60843373,-100.8293173,88.40963855,0.0,0.0,0.0,30.0,2990.0,1.0,14.2874821,4.0,15.375219,3.0,18.932026,1.0,1.0,4.342481186734475
