Question Number,Question Type,Choice,left eye 1,left eye 2,right eye 1,right eye 2,EA,EL,PI,PR,PG,TH,AX,AY,AZ,GX,GY,GZ,MX,MY,MZ,SA,SR,SF,HR,BI,Accept_Deny_button.response,Accept_Deny_button.rt,Confidence_Slider.response,Confidence_Slider.rt,Deny_Slider.response,Deny_Slider.rt,Accuracy of AI response,Image authentic?,HRVar
1,feature,no,0.535710141,0.632272102,0.50925808,0.605634066,0.11008404,-6833.145446,139174.2511,97846.06356,5384.506356,32.54704895,-0.202756871,-0.985295983,0.28807611,0.991638095,0.678218916,0.103075792,-50.38160677,-66.39217759,56.96511628,4.43E-05,0.143859711,58.97780965,60.52777778,1048.888889,2,27.6510942,3,36.5374935,1,31.6660374,1,1,3.401563599
1,feature,no,0.317141595,0.394293051,0.29275185,0.372080532,0.113488521,-7214.128365,139252.6324,98166.07712,5404.807198,32.63573654,-0.202080342,-0.985292308,0.289482051,0.972647863,0.684,0.10053352,-50.45726496,-66.38376068,56.96239316,5.89E-05,0.145833375,63.4155227,61.76086957,999.1304348,1,38.7408051,3,46.0051652,3,42.1815791,0,0,2.002052087
1,feature,no,0.370738174,0.515615582,0.348747108,0.491894226,0.116255735,-7508.231567,139225.7536,98265.70379,5416.285545,32.71611765,-0.201856974,-0.985491726,0.290208038,0.972630024,0.678713604,0.095616667,-50.45981087,-66.27068558,57.02718676,4.84E-05,0.1208335,45.52526699,65.67567568,924.3243243,1,22.5912184,5,32.2569151,3,25.2552545,1,1,1.564431989
1,feature,no,0.375950124,0.417435528,0.343969933,0.402172774,0.118258865,-7712.124869,139246.8433,98358.68358,5465.285075,32.77553202,-0.196007429,-0.987494799,0.286598811,0.973043155,0.666673621,0.087577708,-50.39821694,-66.17830609,56.8781575,5.42E-05,0.15,41.99992716,61.96,1084.8,2,17.3712018,5,25.7359713,1,22.664666,1,1,2.474536994
1,feature,no,0.388072834,0.490831438,0.353641921,0.46502255,0.12064405,-7945.66673,139362.2554,98390.25147,5487.884086,32.82648052,-0.196214496,-0.986696376,0.289743389,0.98031048,0.671245339,0.095496855,-50.4387855,-66.12830558,56.95886386,7.12E-05,0.148148111,44.10477317,63.19047619,969.5238095,2,28.7009967,4,37.7878392,1,34.883861,1,0,1.596308168
1,feature,no,0.385411163,0.418816078,0.353537887,0.39276404,0.124154508,-8273.226661,139486.9705,98408.67919,5537.775168,32.89186031,-0.195672472,-0.986670462,0.291312123,0.975318151,0.679841323,0.097111192,-50.48693905,-66.08707301,56.91828533,5.31E-05,0.150000107,34.63431056,63.62711864,999.3220339,1,22.7454748,3,58.8059312,3,56.751405,1,0,2.083583659
1,feature,no,0.430312366,0.509119215,0.406574919,0.486164963,0.12789667,-8603.364613,139484.4737,98443.23205,5541.14711,32.96856232,-0.192582024,-0.985360384,0.296820244,0.977921466,0.669985114,0.096995247,-50.45636998,-65.91623037,56.93979058,5.99E-05,0.13866668,31.15145683,59.38636364,1050.909091,2,38.6858898,4,45.3231839,1,43.6223208,1,1,3.667683567
1,feature,no,0.425348681,0.305934743,0.397194869,0.286775227,0.130451506,-8817.833854,139678.7221,98528.85599,5572.268882,33.00179734,-0.195573869,-0.985856281,0.294103518,0.968886432,0.680109312,0.098213978,-50.45628141,-65.83919598,56.96281407,5.98E-05,0.130158905,31.15430583,58.15625,1226.25,1,34.8676183,4,36.9254739,3,38.5562525,0,0,3.628821678
1,feature,no,0.444840506,0.482293731,0.419500416,0.458814182,0.13284217,-9010.801284,139892.6169,98653.76424,5570.340864,33.03365909,-0.194903036,-0.986311459,0.292967679,0.973746327,0.681829724,0.107300961,-50.38393732,-65.96669931,56.9049951,7.07E-05,0.140740833,28.26282439,53.7,1378.666667,2,37.904737,4,40.6008377,1,39.4625595,0,1,2.692902549
1,feature,no,0.528068211,0.258586293,0.500825659,0.237264565,0.135044255,-9182.629851,140129.7468,98729.59091,5599.261039,33.07566094,-0.194207254,-0.986549223,0.293205959,0.97192228,0.684886719,0.099808659,-50.3484456,-65.88601036,56.91450777,4.98E-05,0.107692462,27.30472043,44.7,3048,2,23.6010722,5,28.8405376,1,27.4483061,1,0,3.591656999
1,feature,no,0.366406267,0.468334538,0.339721742,0.444513017,0.136896683,-9322.840153,140260.9019,98777.38441,5597.594086,33.09569027,-0.193554217,-0.986906292,0.292950469,0.970168675,0.681523553,0.100081312,-50.34136546,-65.93708166,56.91834003,4.88E-05,0.096296333,22.14593444,49.15789474,1553.684211,1,18.045091,5,27.8090886,3,24.6133496,1,1,3.321029926
1,feature,no,0.446040436,0.505023372,0.418471406,0.482117319,0.138824723,-9464.697264,140164.3062,98781.61862,5571.029543,33.13981009,-0.191888393,-0.988699107,0.288636607,0.966861235,0.691601611,0.105288023,-50.29375,-65.87589286,56.71517857,7.66E-05,0.127272727,16.66064559,53.0625,1337.5,1,38.4200923,3,43.7294449,3,41.8303993,1,0,5.06052082
1,feature,no,0.40270182,0.292537234,0.373400331,0.267696439,0.141306105,-9641.710599,140086.125,98804.44379,5555.113255,33.17017729,-0.195343933,-0.989131381,0.286061088,0.969969874,0.687823777,0.105641831,-50.32133891,-65.91297071,56.8041841,4.17E-05,0.122222333,16.34132639,54.64102564,1278.974359,1,44.0410008,4,45.9536542,3,47.0687872,0,0,2.528648271
1,feature,no,0.492308964,0.55170378,0.459540351,0.522558897,0.14267596,-9736.907599,140035.5668,98828.45572,5544.360709,33.20373404,-0.195882825,-0.989247191,0.286150883,0.978836276,0.69798539,0.103960481,-50.35955056,-65.93097913,56.8105939,2.77E-05,0.088889,12.55791067,57,1382.222222,1,14.9610933,4,20.4879522,3,21.4020823,0,1,2.950573224
1,feature,no,0.427996566,0.506745451,0.401342265,0.477896589,0.143960429,-9824.300296,139927.3727,98835.62271,5536.865385,33.22755455,-0.196711416,-0.988712329,0.288075799,0.969196347,0.685042357,0.100062924,-50.44840183,-65.87945205,56.87762557,3.72E-05,0.088889,10.32751136,55.47058824,1282.352941,2,32.8007538,4,41.8335117,1,36.8691049,1,0,2.427560118
1,feature,no,0.390818569,0.446956524,0.358673477,0.418884115,0.145817496,-9948.082698,139884.3878,98839.73188,5532.672037,33.25503802,-0.197928899,-0.988950688,0.28672133,0.967166284,0.683238754,0.112909877,-50.39908257,-65.94266055,56.85779817,4.03E-05,0.088889,12.03716476,48.73684211,1747.368421,1,16.4557296,5,22.9119158,3,25.4110183,1,1,4.964788294
1,feature,no,0.451544534,0.459319863,0.420320826,0.431140134,0.148518512,-10122.1185,139942.4538,98854.25071,5541.776517,33.29177154,-0.19662309,-0.989397849,0.285411998,0.971010187,0.675848036,0.106312576,-50.40124505,-65.94397284,56.87606112,5.02E-05,0.104762,10.87991589,44.15384615,1777.435897,2,68.1631848,4,69.2616894,1,70.2556935,1,0,3.375908934
1,feature,no,0.417000266,0.480152701,0.382694885,0.460048915,0.151323537,-10297.19721,139929.9193,98914.08403,5557.867227,33.30440556,-0.195319933,-0.988849246,0.288586265,0.984257956,0.660394958,0.106110912,-50.45896147,-65.96482412,56.89279732,7.22E-05,0.111111333,11.56665556,40.35714286,1894.285714,1,15.3815909,4,16.3674047,3,19.7530009,0,1,4.289650207
1,feature,no,0.478489442,0.412483028,0.446453898,0.395800346,0.157597238,-10663.66555,139849.3318,99042.90485,5473.419313,33.44707253,-0.187415036,-0.990971035,0.286751287,0.973149846,0.671875016,0.102276554,-50.29415551,-65.83341916,56.64945932,5.78E-05,0.111904857,6.47748143,47.03608247,1597.319588,,,,,,,,,5.998595441
2,text,no,0.448455366,0.310855317,0.425629309,0.307165884,0.161911117,-10901.77976,139996.7775,99156.18962,5414.254237,33.35112238,-0.183693446,-0.990818182,0.290504228,0.970432347,0.681696809,0.096623333,-50.33403805,-65.37420719,56.84883721,3.40E-05,0.1,4.073408772,48.08333333,1586.666667,1,32.9425317,4,36.935422,3,34.7288438,1,1,2.701314763
2,text,no,0.430348703,0.50283579,0.41004348,0.493727863,0.162867104,-10952.54677,140062.667,99189.13928,5393.405876,33.31671583,-0.180208469,-0.99097937,0.291910966,0.956319218,0.674105148,0.107924706,-50.29424539,-65.35504886,56.80781759,1.40E-05,0.066667,2.95621875,46.41666667,1460,2,28.5451695,5,36.1852816,1,29.8264022,0,1,1.976308959
2,text,no,0.608448807,0.274609253,0.579453743,0.271245435,0.163360728,-10978.47985,140132.7749,99217.84597,5417.695498,33.27866275,-0.179451004,-0.991080283,0.291361275,0.96985124,0.675356295,0.10651023,-50.26446281,-65.34828808,56.87249115,4.00E-05,0.1,2.87597451,46.45454545,1518.181818,1,25.7831545,4,26.8637624,3,32.2726443,1,1,5.612293248
2,text,no,0.529687374,0.394534132,0.499318342,0.391875192,0.165087141,-11067.8916,140204.0483,99159.38276,5432.134569,33.23047606,-0.17737992,-0.990621687,0.293258635,0.970109237,0.673386107,0.104865451,-50.26184739,-65.2811245,56.76787149,3.78E-05,0.111111167,5.340858667,48.05882353,1462.352941,2,43.8159881,4,47.1117614,1,48.0753374,1,0,2.423885892
2,text,no,0.469720062,0.384097483,0.438317139,0.36922956,0.168611496,-11244.78594,140286.5909,99137.53636,5398.898701,33.21927742,-0.177282566,-0.989989631,0.296160078,0.960281918,0.67460026,0.108938689,-50.19637071,-65.34543098,56.85547634,7.24E-05,0.100000125,6.825406952,37.48387097,2037.419355,1,51.8583246,3,54.7506744,2,58.3779816,1,0,3.948594414
2,text,no,0.529719214,0.66413515,0.497396702,0.63880048,0.171754059,-11396.91966,140107.9882,99065.70735,5362.432464,33.23138039,-0.176177096,-0.989812279,0.297597403,0.965782763,0.678179762,0.103667092,-50.12514758,-65.41794569,56.8866588,3.95E-05,0.0833335,8.783235294,36.31578947,1770.526316,1,27.4747257,4,29.3374796,3,32.3865538,1,1,3.621734262
2,text,no,0.387578581,0.456883118,0.359775441,0.438322482,0.173904649,-11497.63293,140073.3268,99011.16562,5373.989257,33.24981121,-0.176725893,-0.989517857,0.298313393,0.969883929,0.683853417,0.105450048,-50.125,-65.38214286,56.94196429,3.25E-05,0.1,4.757756296,42,1744,1,33.6412803,4,34.8651176,1,43.9248406,0,0,3.840572874
2,text,no,0.459923021,0.485292912,0.428051596,0.464813162,0.175580157,-11574.48681,139997.2294,98951.02277,5339.56042,33.25774566,-0.179559441,-0.988818182,0.29916958,0.970956294,0.683870403,0.105507634,-50.11188811,-65.4965035,57.09615385,0,0,2.392321739,39.07692308,1873.846154,1,14.7259695,4,18.735063,2,21.0902863,0,1,4.348592463
2,text,no,0.430206224,0.560943429,0.405637016,0.543467635,0.176797563,-11629.34189,139998.6679,98936.36226,5354.066667,33.2677625,-0.180907152,-0.98865872,0.298611041,0.967005019,0.688602774,0.108421333,-50.11166876,-65.51693852,57.1706399,2.23E-05,0.088889,2.757661458,43.29411765,1797.647059,2,17.9774162,4,29.5763883,1,31.4960518,1,0,3.29326407
2,text,no,0.386587912,0.421630851,0.356122916,0.405725025,0.178541985,-11706.60166,139855.5399,98866.66154,5331.67033,33.28476029,-0.183010957,-0.988232286,0.299075237,0.967054054,0.672773862,0.106093114,-50.07815924,-65.46018992,57.16581446,0.000164,0.2,2.977292771,43.75,1746.25,1,46.7041859,4,52.5808594,2,54.4543927,1,0,5.035358846
2,text,no,0.487549564,0.458456011,0.455151733,0.439638014,0.180128949,-11775.69796,139946.7729,98888.74237,5347.029304,33.29421371,-0.184093674,-0.988585158,0.298190998,0.967948843,0.677180929,0.105752306,-49.98053528,-65.93552311,57.07542579,0,0,0.656558586,51.68,1283.2,2,23.4896179,3,25.2481643,1,26.8187111,1,1,4.06939799
2,text,no,0.559150605,0.393660181,0.525075805,0.373015271,0.182253333,-11866.05774,139754.0298,98794.42967,5253.344732,33.36408561,-0.188878988,-0.98589659,0.303810231,0.975991199,0.662014357,0.105257683,-49.86963696,-66.27172717,57.20682068,7.80E-05,0.066667,1.610770776,51.85416667,1510,1,63.2363231,3,66.9339173,2,68.8751087,1,0,4.331918072
2,text,no,0.277228487,0.361783215,0.250959865,0.341633588,0.184672626,-11966.78238,139654.924,98734.06408,5249.721311,33.47291133,-0.186720238,-0.98436756,0.310178571,0.967803571,0.666796407,0.105658065,-49.80505952,-66.26339286,57.24553571,8.70E-05,0.066667,1.574559259,44.2,1778.666667,1,12.7014412,4,15.3675887,3,17.6754909,1,1,3.098386677
2,text,no,0.495236211,0.650941784,0.46393447,0.618737055,0.18609213,-12024.57076,139569.7364,98704.01395,5235.84186,33.5428359,-0.187372488,-0.984455951,0.309794436,0.966604328,0.678904836,0.103470978,-49.78979907,-66.29057187,57.187017,0,0,0.686242308,56.14285714,1262.857143,1,16.0210431,3,20.3457799,2,22.0638591,1,0,2.815771906
