Question Number,Question Type,Choice,left eye 1,left eye 2,right eye 1,right eye 2,EA,EL,PI,PR,PG,TH,AX,AY,AZ,GX,GY,GZ,MX,MY,MZ,SA,SR,SF,HR,BI,Accept_Deny_button.response,Accept_Deny_button.rt,Confidence_Slider.response,Confidence_Slider.rt,Deny_Slider.response,Deny_Slider.rt,Accuracy of AI response,Image authentic?,HRVar
1,converstational,no,0.469956284,0.695093458,0.484404084,0.675343891,0.059484155,3980.379825,125156.9315,48577.40537,1824.089933,32.76396018,-0.123502681,0.264583893,0.908466488,0.893671582,1.065465147,0.23586533,30.79060403,-130.2412869,88.269437,9.21e-05,0.198374049,69.06149556,26.0,2320.0,1.0,16.6438225,5.0,27.9307269,1.0,22.1206775,1.0,0.0,0.0
1,converstational,no,0.405436903,0.391179016,0.430683042,0.539337627,0.061376521,3253.24359,125710.6341,48827.91783,1819.809302,32.82802051,-0.116501543,0.36533642,0.904476852,1.078299383,0.687893189,0.077611765,32.49074074,-130.1512346,86.23611111,4e-05,0.170512865,94.91999744,23.8,10560.0,2.0,16.6299321,4.0,23.6568398,1.0,20.6393365,1.0,0.0,1.3038404810405295
1,converstational,no,0.365390904,0.374661881,0.382806989,0.4511873,0.063958853,2335.724246,125690.837,48812.02109,1814.381592,32.92954114,-0.108277512,0.369666986,0.903495694,1.073307177,0.655810526,0.085949795,32.29856459,-130.1425837,86.40956938,4.45e-05,0.183859674,120.6318937,20.0,3894.545455,2.0,24.0483406,3.0,40.8554121,1.0,32.3556667,0.0,1.0,0.7745966692414834
1,converstational,no,0.387560655,0.4818173,0.404550649,0.47475035,0.066786233,1407.443553,125754.1549,48855.31108,1818.411839,33.02867083,-0.109228356,0.372486826,0.9023601,1.073997491,0.672851572,0.070687933,32.02634881,-130.1756587,86.46675031,4.27e-05,0.174129388,128.338968,25.27272727,2938.181818,2.0,23.5392284,3.0,25.7773867,1.0,28.7321088,0.0,0.0,2.370270410350224
1,converstational,no,0.444589742,0.405290739,0.471376904,0.460719245,0.06893087,754.580453,125717.277,48890.72303,1813.645733,33.08964362,-0.108020867,0.374166934,0.901690209,1.071325843,0.655339228,0.086730104,31.97271268,-130.3868379,86.52808989,4.02e-05,0.162424255,131.1987827,25.25,3010.0,1.0,17.3508252,4.0,21.117562,1.0,23.3021411,1.0,1.0,1.6690459207925603
1,converstational,no,0.344180245,0.37175652,0.367768769,0.375765739,0.071133494,126.9580643,125790.2222,48917.93773,1817.050061,33.15708065,-0.103915956,0.376488429,0.900792935,1.072081608,0.671890244,0.089406332,32.03897686,-130.7771011,86.66626066,4.78e-05,0.190476186,126.285598,29.85714286,2337.142857,1.0,27.4016078,3.0,32.1964272,3.0,30.3129324,1.0,0.0,3.0091435749968887
1,converstational,no,0.446836894,0.511954773,0.466682639,0.681204533,0.073657186,-547.1962305,125921.9678,48942.91141,1827.324832,33.28810222,-0.103627845,0.390414993,0.894631861,1.111356183,0.688899329,0.106898256,32.42838019,-130.9223561,86.21686747,5.03e-05,0.178787864,130.87575,24.0,3008.0,2.0,22.4533738,4.0,28.6083676,1.0,26.2081064,0.0,1.0,1.1547005383792517
1,converstational,no,0.368704908,0.436662258,0.392315606,0.442927232,0.076501735,-1252.512969,124786.3812,48607.68698,1820.301653,33.45645051,-0.100882595,0.397319258,0.891573635,1.082421215,0.673246901,0.084154444,32.33882595,-131.1658084,86.25334706,5e-05,0.192683,124.2891958,23.2,2632.0,1.0,25.7472361,3.0,33.5230086,2.0,28.6896489,1.0,0.0,1.8973665961010275
1,converstational,no,0.461771351,0.463982788,0.480411569,0.475420621,0.079145231,-1864.975693,124269.557,48477.04362,1827.595638,33.60305,-0.106177554,0.40040201,0.889571189,1.078850921,0.671894118,0.06856,32.13735343,-131.4087102,86.22948074,5.14e-05,0.181944438,126.7082,29.1,2268.0,1.0,15.401738,5.0,21.5052271,1.0,19.8528514,1.0,1.0,1.5951314818673863
1,converstational,no,0.400131142,0.437056874,0.423659735,0.438016947,0.081316542,-2336.869178,124186.1721,48488.57984,1819.925581,33.71794388,-0.105491499,0.405064915,0.88733694,1.076069552,0.683029457,0.110094617,32.30911901,-131.2812983,86.06491499,5.37e-05,0.18000004,123.7102392,29.63636364,2196.363636,1.0,17.2138164,2.0,20.2922603,2.0,23.4000424,0.0,1.0,1.5666989036012806
1,converstational,no,0.462342607,0.474842047,0.485205967,0.490027638,0.08345567,-2778.1803,124467.0842,48559.53846,1818.772894,33.83314545,-0.101589416,0.406791971,0.886762774,1.078943431,0.660361974,0.090469428,32.3229927,-131.2463504,86.04927007,5.04e-05,0.178723447,123.2165455,33.76923077,1883.076923,1.0,15.6382506,5.0,18.9389139,1.0,20.15905,1.0,1.0,2.8911890908369102
1,converstational,no,0.387303324,0.450806666,0.409165484,0.537585653,0.085322661,-3145.204722,124129.6964,48489.9448,1811.384289,33.90785315,-0.098340381,0.409509514,0.885566596,1.085233051,0.64971822,0.082909297,32.17124736,-131.2198732,86.10993658,5.73e-05,0.184210553,119.0358509,40.84615385,1443.076923,1.0,13.1960949,5.0,16.2643919,1.0,18.0089223,1.0,1.0,1.7722938923964169
1,converstational,no,0.50236546,0.542438697,0.5201187,0.63710951,0.08720671,-3499.285945,123899.2574,48382.62872,1808.148862,33.99264162,-0.095019197,0.410972077,0.885068063,1.080691099,0.654605585,0.098150659,31.96509599,-130.8062827,86.22338569,5.91e-05,0.193495976,115.9260884,39.69230769,1710.769231,2.0,17.0303076,4.0,18.2941691,1.0,22.4162053,1.0,0.0,1.7974340685458343
1,converstational,no,0.39234454,0.42059498,0.421135146,0.432317008,0.089277223,-3871.381518,123086.9565,47854.9533,1810.388084,34.06351337,-0.091290997,0.428398714,0.876265273,1.135594203,0.651579032,0.109775685,32.45176849,-130.9630225,85.85048232,5.41e-05,0.175757614,111.197336,35.66666667,2063.333333,1.0,15.7060098,4.0,18.9865493,3.0,21.4332821,0.0,0.0,2.6400183654090306
1,converstational,no,0.509687308,0.49151437,0.530597751,0.495898811,0.091514067,-4254.212411,122425.6027,47591.99732,1808.371812,34.12607965,-0.080289157,0.435879518,0.872891566,1.086440428,0.661990604,0.090821023,32.43507363,-130.8380187,86.01338688,4.11e-05,0.147126448,114.4012678,30.25,2430.0,2.0,17.2371781,4.0,28.5355641,1.0,29.9378229,1.0,0.0,1.4847711791873706
1,converstational,no,0.394008067,0.334978516,0.420816233,0.345584697,0.094423206,-4724.428612,121765.7514,47516.69386,1798.792706,34.2248254,-0.075651052,0.441913958,0.8698174,1.088684211,0.645387716,0.067627931,32.0,-131.0239006,86.24856597,5.29e-05,0.152888987,110.2240429,34.1,1994.0,1.0,32.4058929,3.0,34.2015861,3.0,39.5683962,1.0,1.0,1.9439514830419644
1,converstational,no,0.409004058,0.446348349,0.429609659,0.575402893,0.09801656,-5267.660834,124795.1653,48633.66322,1808.673554,34.32706485,-0.114205973,0.423378991,0.876792997,1.022550978,0.799023736,0.252698554,34.59011329,-131.284243,84.2523172,6.5e-05,0.161764809,108.3647805,31.38888889,2295.555556,2.0,32.577189,4.0,35.611411,1.0,36.9966525,1.0,1.0,2.1999702909461645
1,converstational,no,0.394326046,0.414496786,0.416075593,0.45703943,0.101288273,-5729.346134,124608.6065,48684.74545,1795.82987,34.40439485,-0.105284047,0.429237354,0.874511025,1.095155642,0.639706494,0.102761708,35.01297017,-131.1426719,84.08819715,5.72e-05,0.166013137,101.2264935,32.0,2061.333333,2.0,16.5143555,5.0,17.8234151,1.0,21.6291433,0.0,0.0,1.6035674514745464
1,converstational,no,0.46529328,0.309262908,0.487872423,0.320931842,0.114616292,-7296.7669,124889.2119,48805.02354,1781.554832,34.67390992,-0.14440911,0.443255901,0.861792961,1.090864264,0.668270782,0.102672706,34.84568668,-132.5280883,82.921049,5.53e-05,0.149938985,62.78380572,29.04273504,2460.854701,,,,,,,,,3.637432692571171
2,text,no,0.652640109,0.568624256,0.667537613,0.577499047,0.126414065,-8475.346771,123805.4538,48099.87051,1774.26333,34.83797122,-0.140710098,0.467714441,0.84717481,1.076110749,0.64361413,0.107045819,35.91639522,-132.1064061,81.88382193,3.9e-05,0.066667,22.60030625,30.88235294,2256.470588,1.0,33.8701128,5.0,35.4181607,1.0,36.5944368,1.0,1.0,2.7359265556017878
2,text,no,0.550666455,0.325138692,0.580099824,0.471853507,0.129079978,-8703.545374,123973.3665,48130.55292,1763.752765,34.85108355,-0.135008661,0.457551181,0.854082677,1.05721811,0.639024429,0.112603633,35.78897638,-131.2535433,81.9503937,5.9e-05,0.120833375,17.90078497,32.84,2016.0,2.0,36.1680492,4.0,37.7967023,3.0,40.8723984,0.0,1.0,2.0141168453361056
2,text,no,0.586805054,0.457044248,0.605186947,0.455879833,0.131719667,-8921.102204,124942.291,48564.54776,1765.161194,34.87533498,-0.150480655,0.402162202,0.87875,0.75328806,0.779347305,0.050506116,35.59970238,-132.921131,83.47172619,5.85e-05,0.1266665,20.44490741,29.66666667,2888.888889,1.0,13.5519139,5.0,23.8713719,1.0,25.4030557,1.0,1.0,1.6583123951777
2,text,no,0.464827351,0.311199441,0.487827666,0.46489688,0.134226792,-9119.395687,126352.6855,49243.67641,1770.06754,34.87096667,-0.192303213,0.330406627,0.908006024,1.089987952,0.63635743,0.093872228,35.04417671,-134.188755,84.12449799,5.36e-05,0.133333273,20.30046667,33.53333333,2138.666667,1.0,34.5961155,4.0,35.9948252,2.0,38.6913876,1.0,0.0,5.262626539593903
2,text,no,0.488494773,0.439482511,0.508076004,0.465482343,0.138129744,-9413.063401,126302.9239,49214.81365,1757.669278,34.89836414,-0.182549665,0.343000558,0.904840402,1.082841518,0.639838728,0.10644193,35.16127232,-134.0719866,83.92578125,4.41e-05,0.12000015,17.32001435,38.69230769,3046.153846,1.0,32.4778982,2.0,59.525689,3.0,66.9283725,1.0,0.0,2.867322524854583
2,text,no,0.630306055,0.415253485,0.64557141,0.434167985,0.141419038,-9649.710483,125655.1566,49063.20775,1755.134884,34.92319388,-0.183404946,0.353020093,0.900219474,1.105468315,0.645962848,0.051689935,34.81761978,-134.38949,83.88408037,3e-05,0.088889,13.43112785,32.8,2608.0,1.0,16.4110632,5.0,23.6624112,1.0,24.9835063,1.0,1.0,2.936362072739365
2,text,no,0.456477248,0.412132343,0.477766491,0.458447577,0.143475338,-9791.238655,125356.9852,49016.48398,1748.470008,34.92454223,-0.183837705,0.36427459,0.895221311,1.099146021,0.648247744,0.12007149,35.05491803,-134.4647541,83.59590164,3.7e-05,0.0833335,8.163289116,31.47826087,2095.652174,2.0,26.8869481,3.0,29.5234121,1.0,47.387024,0.0,0.0,3.189037546707204
2,text,no,0.437050769,0.422342505,0.459196774,0.420923966,0.145682095,-9939.196802,125164.3209,48974.10072,1742.811511,34.91948815,-0.18579627,0.376147776,0.889367288,1.073061693,0.654658537,0.100957768,35.28981349,-133.9354376,83.22094692,3.12e-05,0.077778,8.571407143,38.82352941,1691.764706,2.0,14.7577669,4.0,24.7854549,3.0,27.0863572,0.0,1.0,3.086974532565159
